Book,Chapter,Verse,Ref,Indonesian,Subheading
Matius,2,8,Matius 2:8,"Lalu, disuruhnya mereka pergi ke Kota Baitlahim. Katanya, “Pergilah kamu, carilah anak itu baik-baik. Apabila kamu telah menemukan-Nya, kabarkanlah kepadaku supaya aku pun dapat pergi untuk sujud di hadapan-Nya.”",
Matius,2,9,Matius 2:9,"Setelah mendengar apa yang dikatakan oleh raja, pergilah mereka. Tiba-tiba bintang yang mereka lihat di Timur itu muncul kembali dan mendahului mereka, lalu berhenti di atas tempat anak itu berada.",
Matius,2,10,Matius 2:10,"Ketika bintang itu terlihat kembali, mereka pun sangat gembira.",
Matius,2,11,Matius 2:11,"Lalu, masuklah mereka ke rumah itu, dan melihat anak itu dengan Maryam, ibu-Nya. Maka, sujudlah mereka di hadapan anak itu. Mereka membuka tempat harta mereka dan mempersembahkan kepada-Nya persembahan berupa emas, sejenis damar yang wangi, dan kemenyan.",
Matius,2,12,Matius 2:12,"Melalui mimpi mereka diperingatkan untuk tidak kembali kepada Herodes. Oleh sebab itu, mereka pulang ke negeri mereka melalui jalan yang lain.",
Matius,2,13,Matius 2:13,"Sesudah orang-orang majusi itu melanjutkan perjalanan mereka, malaikat Tuhan menampakkan diri kepada Yusuf dalam mimpi. Katanya, “Bangunlah, ambillah anak itu serta ibu-Nya, dan larilah ke Mesir. Kemudian, tinggallah di sana sampai aku memberi kabar kepadamu karena Herodes sedang mencari anak itu untuk membinasakan-Nya!”",Hijrah ke Mesir
Matius,2,14,Matius 2:14,"Maka, bangunlah Yusuf dan pada malam itu juga ia membawa anak itu serta ibu-Nya hijrah ke Mesir.",
Matius,2,15,Matius 2:15,"Mereka tinggal di sana sampai Herodes mati. Dengan demikian, genaplah firman yang disampaikan Tuhan melalui nabi-Nya, “Aku memanggil Anak-Ku dari Mesir.”",
Matius,2,16,Matius 2:16,"Setelah Herodes tahu bahwa ia telah diperdaya oleh orang-orang majusi itu, ia menjadi sangat marah. Ia memerintahkan orang-orangnya untuk membunuh semua anak laki-laki yang ada di Kota Baitlahim serta wilayah sekitarnya, yaitu anak-anak yang berumur dua tahun ke bawah, sesuai dengan keterangan mengenai waktu yang telah ia dapatkan dari orang-orang majusi.",Pembunuhan Anak-Anak di Baitlahim
Matius,2,17,Matius 2:17,"Dengan demikian, genaplah firman yang disampaikan melalui Nabi Yeremia,",
Matius,2,18,Matius 2:18,“Di Rama terdengar suara ratap tangis yang memilukan hati. Rahel menangisi anak-anaknya dan tidak mau dihibur sebab mereka telah tiada.”,
Matius,2,19,Matius 2:19,"Ketika Herodes sudah mati, malaikat Tuhan kembali menampakkan dirinya kepada Yusuf dalam mimpi di Mesir.",Kembali dari Mesir
Matius,2,20,Matius 2:20,"Ia berkata, “Bangunlah, ambillah anak itu serta ibu-Nya dan kembalilah ke Israil karena orang-orang yang hendak membunuh anak itu sudah mati.”",
Matius,2,21,Matius 2:21,"Maka, bangunlah Yusuf, diambilnya anak itu serta ibu-Nya dan pergi ke wilayah Israil.",
Matius,2,22,Matius 2:22,"Tetapi, ketika didengarnya bahwa Arkhelaus menjadi raja wilayah di Yudea menggantikan Herodes, ayahnya, ia pun menjadi takut untuk pergi ke sana. Kemudian, setelah diberi petunjuk melalui mimpi, pergilah ia ke wilayah Galilea.",
Matius,2,23,Matius 2:23,"Ia tinggal di kota yang bernama Nazaret. Dengan demikian, genaplah firman yang telah disampaikan melalui para nabi, “Ia akan disebut Orang Nazaret.”",
Matius,3,1,Matius 3:1,"Pada waktu itu tampillah Nabi Yahya. Ia menyampaikan berita kepada orang-orang di Padang Belantara Yudea, serunya,",Nabi Yahya
Matius,3,2,Matius 3:2,"“Bertobatlah, karena Kerajaan Surga sudah dekat!”",
Matius,3,3,Matius 3:3,"Dialah yang dibicarakan oleh Nabi Yesaya ketika ia berkata, “Terdengar suara orang yang berseru-seru di padang belantara, ‘Persiapkanlah jalan bagi Tuhan, luruskanlah jalan yang akan dilalui-Nya!’”",
Matius,3,4,Matius 3:4,Pakaian Yahya terbuat dari bulu unta dan ikat pinggangnya dari kulit. Sedangkan makanannya ialah belalang dan madu hutan.,
Matius,3,5,Matius 3:5,"Kemudian, berdatanganlah orang-orang dari Yerusalem, dari seluruh wilayah Yudea, dan dari seluruh daerah sekitar Sungai Yordan untuk menemuinya.",
Matius,3,6,Matius 3:6,Mereka semua dipermandikan oleh Yahya di Sungai Yordan setelah mereka mengaku dosa masing-masing.,
Matius,3,7,Matius 3:7,"Ketika Yahya melihat sejumlah orang dari mazhab Farisi dan mazhab Saduki datang pula untuk dipermandikan, ia berkata kepada mereka, “Hai kamu, orang-orang yang tabiatnya seperti ular! Siapakah yang mengajarkan kepadamu bahwa kamu dapat lari dari murka Allah yang akan datang?",
Matius,3,8,Matius 3:8,"Hasilkanlah buah yang sepadan dengan pertobatanmu,",
Matius,3,9,Matius 3:9,"dan janganlah mengira bahwa di dalam hatimu kamu dapat berkata, ‘Nabi Ibrahim adalah bapak leluhur kami.’ Aku memberitahukan kepadamu bahwa Allah dapat saja menjadikan anak-anak bagi Ibrahim dari batu-batu ini.",
Matius,3,10,Matius 3:10,Saat ini kapak telah tersedia pada akar pohon. Setiap pohon yang tidak menghasilkan buah yang baik akan ditebang dan dibuang ke dalam api.,
Matius,3,11,Matius 3:11,"Aku mempermandikan kamu dengan air sebagai tanda pertobatan, tetapi setelah aku, akan datang orang yang lebih berkuasa daripadaku. Untuk membawa kasut-Nya saja pun aku tidak layak. Dia akan mempermandikan kamu dengan Ruh Allah Yang Mahasuci dan dengan api.",
Matius,3,12,Matius 3:12,"Alat penampi ada di tangan-Nya, dan Ia akan membersihkan tempat pengirikan-Nya. Gandum akan dikumpulkan-Nya di lumbung, tetapi sekam akan dibakar-Nya dengan api yang tidak pernah padam.”",
Matius,3,13,Matius 3:13,"Kemudian, datanglah Isa dari Galilea ke Sungai Yordan menemui Yahya untuk dipermandikan olehnya.",Isa Dipermandikan oleh Nabi Yahya
Matius,3,14,Matius 3:14,"Tetapi, Yahya berusaha menolak permintaan-Nya dengan berkata, “Seharusnya akulah yang dipermandikan, tetapi mengapa justru Engkau yang datang kepadaku?”",
Matius,3,15,Matius 3:15,"Sabda Isa kepadanya, “Biarlah hal itu terjadi karena kita patut memenuhi semua kehendak Allah.” Sesudah Isa mengatakan hal itu, kemudian barulah Yahya meluluskan permintaan-Nya itu.",
Matius,3,16,Matius 3:16,"Setelah dipermandikan, Isa pun segera keluar dari air. Pada saat itu juga terbukalah langit dan Ia melihat Ruh Allah turun seperti burung merpati ke atas-Nya.",
Matius,3,17,Matius 3:17,"Kemudian, terdengarlah suara dari surga yang mengatakan, “Inilah Sang Anak yang Kukasihi, kepada-Nyalah Aku berkenan.”",
Matius,4,1,Matius 4:1,"Setelah itu, Isa dibawa oleh Ruh Allah ke padang belantara untuk digoda oleh Iblis.",Godaan di Padang Belantara
Matius,4,2,Matius 4:2,"Ia berpuasa selama empat puluh hari empat puluh malam, lalu Ia pun menjadi lapar.",
Matius,4,3,Matius 4:3,"Kemudian, datanglah si penggoda kepada-Nya serta berkata, “Kalau Engkau adalah Sang Anak yang datang dari Allah, suruhlah batu-batu itu menjadi roti.”",
Matius,4,4,Matius 4:4,"Tetapi, Ia menjawab, “Telah tertulis, ‘Manusia hidup bukan dari roti saja, melainkan dari setiap firman yang keluar dari mulut Allah.’”",
Matius,4,5,Matius 4:5,"Kemudian, Isa dibawa oleh Iblis ke kota suci dan ditempatkan di puncak bangunan Bait Allah.",
Matius,4,6,Matius 4:6,"Kata Iblis kepada-Nya, “Kalau Engkau adalah Sang Anak yang datang dari Allah, terjunlah! Karena telah tertulis, ‘Allah akan menyuruh para malaikat-Nya untuk menjaga-Mu, dan mereka akan menatang Engkau dengan tangannya sehingga kaki-Mu tidak terantuk batu.’”",
Matius,4,7,Matius 4:7,"Sabda Isa kepadanya, “Telah tertulis pula, ‘Janganlah engkau mencobai Allah, Tuhanmu.’”",
Matius,4,8,Matius 4:8,"Selanjutnya, Iblis membawa Isa ke atas sebuah gunung yang tinggi sekali dan kepada-Nya diperlihatkan semua kerajaan dunia dengan kemegahannya.",
Matius,4,9,Matius 4:9,"Berkatalah Iblis kepada-Nya, “Semua itu akan kuberikan kepada-Mu jika Engkau sujud di hadapanku.”",
Matius,4,10,Matius 4:10,"Lalu, sabda Isa kepadanya, “Pergilah, hai Iblis! Karena telah tertulis, ‘Sembahlah Allah, Tuhanmu, dan hanya kepada-Nya sajalah kamu harus beribadah!’”",
Matius,4,11,Matius 4:11,"Akhirnya Iblis pun undur dari hadapan-Nya, lalu para malaikat datang untuk melayani Dia.",
Matius,4,12,Matius 4:12,"Ketika Isa mendengar bahwa Yahya telah ditangkap, Ia pergi ke wilayah Galilea.",Isa Tampil di Galilea
Matius,4,13,Matius 4:13,"Ia meninggalkan Kota Nazaret, lalu menetap di Kota Kapernaum yang letaknya di tepi pantai, di Tanah Zebulon dan Naftali.",
Matius,4,14,Matius 4:14,"Dengan demikian, genaplah firman yang disampaikan melalui Nabi Yesaya,",
Matius,4,15,Matius 4:15,"“Hai Tanah Zebulon dan Tanah Naftali, jalan ke laut, di seberang Sungai Yordan, daerah Galilea yang dihuni orang-orang yang tidak termasuk bani Israil—",
Matius,4,16,Matius 4:16,"bangsa yang tinggal dalam kegelapan telah melihat terang yang cemerlang, dan bagi orang-orang yang tinggal di tempat yang dinaungi maut telah terbit terang.”",
Matius,4,17,Matius 4:17,"Sejak saat itu Isa mulai memberitakan, “Bertobatlah, karena Kerajaan Surga sudah dekat!”",
Matius,4,18,Matius 4:18,"Ketika Isa berjalan di tepi Danau Galilea, Ia melihat dua orang bersaudara, yaitu Simon yang disebut Petrus, dan Andreas, saudaranya. Mereka sedang menebarkan jala di danau itu karena mereka adalah penjala ikan.",Isa Memanggil Pengikut-pengikut-Nya yang Pertama
Matius,4,19,Matius 4:19,"Lalu, sabda Isa kepada mereka, “Mari ikutlah Aku, dan Aku akan menjadikan kamu penjala manusia.”",
Matius,4,20,Matius 4:20,"Mereka segera meninggalkan jala mereka, lalu mengikut Dia.",
Matius,4,21,Matius 4:21,"Kemudian, Isa melanjutkan perjalanan-Nya dan Ia melihat dua orang bersaudara lainnya dalam sebuah perahu, yaitu Yakub dan Yahya. Pada waktu itu mereka sedang memperbaiki jala bersama-sama dengan Zabdi, ayah mereka. Lalu, Isa memanggil mereka.",
Matius,4,22,Matius 4:22,"Mereka segera meninggalkan perahu dan ayah mereka, lalu mengikut Dia.",
Matius,4,23,Matius 4:23,"Isa berjalan mengelilingi seluruh wilayah Galilea. Ia mengajar di rumah-rumah ibadah mereka, memberitakan Injil Kerajaan Surga, dan menyembuhkan semua penyakit serta kelemahan di antara mereka.",Isa Mengajar dan Menyembuhkan Banyak Orang
Matius,4,24,Matius 4:24,"Berita mengenai diri-Nya tersiar di seluruh Siria. Lalu, orang-orang yang terkena berbagai macam penyakit serta penderitaan, yang kerasukan, sakit ayan, dan yang lumpuh, dibawa kepada-Nya, dan Ia pun menyembuhkan mereka.",
Matius,4,25,Matius 4:25,"Banyak sekali orang mengikuti Dia. Mereka berasal dari wilayah Galilea, Dekapolis, Yerusalem, Yudea, dan dari seberang Yordan.",
Matius,5,1,Matius 5:1,"Ketika Isa melihat orang banyak itu, naiklah Ia ke bukit. Setelah Ia duduk, datanglah para pengikut-Nya kepada-Nya.",Ucapan Bahagia
Matius,5,2,Matius 5:2,"Lalu, mulailah Ia mengajar mereka, kata-Nya,",
Matius,5,3,Matius 5:3,“Berbahagialah mereka yang tidak punya apa-apa di hadapan Allah karena merekalah yang memiliki Kerajaan Surga.,
Matius,5,4,Matius 5:4,Berbahagialah mereka yang berdukacita karena mereka akan dihibur.,
Matius,5,5,Matius 5:5,Berbahagialah mereka yang lemah lembut karena mereka akan mewarisi bumi.,
Matius,5,6,Matius 5:6,Berbahagialah mereka yang lapar dan haus melakukan kehendak Allah karena mereka akan dipuaskan.,
Matius,5,7,Matius 5:7,Berbahagialah mereka yang berbelaskasihan karena mereka akan menerima belas kasihan juga.,
Matius,5,8,Matius 5:8,Berbahagialah mereka yang suci hatinya karena mereka akan melihat Allah.,
Matius,5,9,Matius 5:9,Berbahagialah para pendamai karena mereka akan disebut anak-anak Allah.,
Matius,5,10,Matius 5:10,Berbahagialah mereka yang dianiaya karena melakukan kehendak Allah karena milik merekalah Kerajaan Surga.,
Matius,5,11,Matius 5:11,"Berbahagialah kamu apabila karena Aku, kamu dicaci maki, dianiaya, serta difitnah orang.",
Matius,5,12,Matius 5:12,Bersukaria serta bergembiralah sebab pahalamu besar di surga. Pada masa lalu pun para nabi telah dianiaya.”,
Matius,5,13,Matius 5:13,"“Kamu adalah garam dunia. Apabila garam menjadi tawar, dengan apakah garam itu dapat diasinkan? Tentunya garam itu menjadi tidak berguna lagi, lalu dibuang dan diinjak-injak orang, bukan?",Garam Dunia dan Terang Dunia
Matius,5,14,Matius 5:14,Kamu adalah terang dunia. Kota yang letaknya di atas gunung tidak dapat disembunyikan.,
Matius,5,15,Matius 5:15,"Lagi pula, tidak ada orang yang menyalakan pelita, kemudian menutupnya dengan tempayan. Sebaliknya, ia akan menaruhnya pada kaki pelita sehingga dapat menerangi semua orang yang ada di rumah itu.",
Matius,5,16,Matius 5:16,"Demikian pula hendaknya terangmu bercahaya di hadapan orang supaya mereka melihat perbuatanmu yang baik, lalu memuliakan Bapamu yang di surga.”",
Matius,5,17,Matius 5:17,"“Jangan menyangka bahwa Aku datang untuk meniadakan hukum Taurat, yaitu hukum yang terdapat dalam Kitab Suci Taurat, atau firman yang telah disampaikan Allah melalui para nabi. Aku datang bukan untuk meniadakannya, melainkan untuk menggenapinya.",Isa dan Hukum Taurat
Matius,5,18,Matius 5:18,"Sesungguhnya, Aku berkata kepadamu, sebelum langit dan bumi lenyap, satu titik atau satu huruf terkecil pun dari hukum Taurat tidak akan ditiadakan sampai semuanya digenapi.",
Matius,5,19,Matius 5:19,"Sebab itu, siapa meniadakan salah satu perintah yang terkecil sekalipun dari hukum ini, lalu mengajarkannya kepada orang lain, ia akan memperoleh kedudukan yang paling rendah dalam Kerajaan Surga. Tetapi, siapa melakukan dan mengajarkannya, ia akan memperoleh kedudukan yang tinggi dalam Kerajaan Surga.",
Matius,5,20,Matius 5:20,"Karena itu, Aku berkata kepadamu, jika kamu tidak melakukan kehendak Allah lebih daripada para ahli Kitab Suci Taurat dan orang-orang dari mazhab Farisi, maka kamu tidak akan masuk ke dalam Kerajaan Surga.",
Matius,5,21,Matius 5:21,"Kamu telah mendengar perkataan yang disampaikan melalui nenek moyang kita, ‘Jangan membunuh! Siapa melakukannya harus dihakimi.’",
Matius,5,22,Matius 5:22,"Tetapi, Aku berkata kepadamu, siapa marah kepada saudaranya harus dihakimi. Siapa memaki saudaranya dengan berkata, ‘Hai kafir,’ harus dihadapkan ke Mahkamah Agama. Siapa berkata, ‘Hai jahil,’ harus dimasukkan ke neraka jahanam.",
Matius,5,23,Matius 5:23,"Sebab itu, jika engkau membawa persembahanmu ke tempat pembakaran kurban, lalu di sana tiba-tiba engkau ingat bahwa saudaramu menganggap engkau bersalah terhadapnya,",
Matius,5,24,Matius 5:24,"tinggalkanlah persembahanmu itu di depan tempat pembakaran kurban, lalu pergilah berdamai dahulu dengan saudaramu. Setelah itu, barulah engkau boleh datang kembali ke tempat pembakaran kurban untuk mempersembahkan persembahanmu.",
Matius,5,25,Matius 5:25,"Segeralah berdamai dengan orang yang mendakwa engkau sewaktu engkau masih dalam perjalanan bersamanya supaya ia tidak menyerahkan engkau ke pengadilan, lalu hakim menyerahkan engkau kepada petugasnya dan engkau dimasukkan ke penjara.",
Matius,5,26,Matius 5:26,"Sesungguhnya, Aku berkata kepadamu, engkau sekali-kali tidak akan dikeluarkan dari tempat itu sebelum engkau melunasi sisa hutangmu.",
Matius,5,27,Matius 5:27,"Kamu telah mendengar perkataan, ‘Jangan berzina.’",
Matius,5,28,Matius 5:28,"Tetapi, Aku berkata kepadamu, siapa memandang perempuan serta menginginkannya, ia telah berbuat zina dengan perempuan itu di dalam hatinya.",
Matius,5,29,Matius 5:29,"Sebab itu, jika mata kananmu menyebabkan engkau bersalah, cungkil dan buanglah! Karena lebih baik engkau kehilangan satu anggota tubuhmu daripada seluruh tubuhmu dimasukkan ke neraka jahanam.",
Matius,5,30,Matius 5:30,"Demikian juga jika tangan kananmu menyebabkan engkau berdosa, potong dan buanglah! Karena lebih baik engkau kehilangan satu anggota tubuhmu daripada seluruh tubuhmu masuk ke neraka jahanam.",
Matius,5,31,Matius 5:31,"Sudah dikatakan pula, ‘Siapa menceraikan istrinya harus memberi surat talak kepadanya.’",
Matius,5,32,Matius 5:32,"Tetapi, Aku berkata kepadamu, siapa menceraikan istrinya, kecuali karena percabulan, ia menyebabkan istrinya itu berzina, dan siapa menikahi istri yang sudah diceraikan itu, ia pun berzina.",
Matius,5,33,Matius 5:33,"Kamu telah mendengar perkataan yang disampaikan kepada nenek moyang kita, ‘Jangan bersumpah palsu, melainkan bayarlah apa yang sudah kamu sumpahkan itu kepada Tuhan.’",
Matius,5,34,Matius 5:34,"Tetapi, Aku berkata kepadamu, jangan engkau bersumpah, baik demi langit karena langit adalah arasy Allah;",
Matius,5,35,Matius 5:35,atau demi bumi karena bumi adalah tempat tumpuan kaki-Nya; atau demi Yerusalem karena Yerusalem adalah kota tempat Raja Agung tinggal;,
Matius,5,36,Matius 5:36,atau pun demi kepalamu karena kamu tidak dapat memutihkan atau menghitamkan sehelai pun dari rambutmu itu.,
Matius,5,37,Matius 5:37,"Jadi, katakanlah ‘Ya’ jika ya, dan ‘Tidak’ jika memang tidak. Selebihnya dari itu berasal dari si jahat.",
Matius,5,38,Matius 5:38,"Kamu juga telah mendengar perkataan, ‘Mata ganti mata dan gigi ganti gigi.’",
Matius,5,39,Matius 5:39,"Tetapi, Aku berkata kepadamu, jangan melawan orang yang berbuat jahat kepadamu, melainkan jika seseorang menampar pipi kananmu, sodorkanlah juga pipi kirimu;",
Matius,5,40,Matius 5:40,"jika orang ingin mendakwa engkau karena ia menghendaki bajumu, biarlah ia mengambil jubahmu juga;",
Matius,5,41,Matius 5:41,"dan jika orang memaksa engkau berjalan satu setengah kilometer, berjalanlah dengannya sejauh tiga kilometer.",
Matius,5,42,Matius 5:42,"Berilah kepada orang yang meminta, dan jika orang hendak meminjam darimu, janganlah menolaknya.",
Matius,5,43,Matius 5:43,"Kamu telah mendengar perkataan, ‘Kasihilah temanmu dan bencilah musuhmu.’",
Matius,5,44,Matius 5:44,"Tetapi, Aku berkata kepadamu, kasihilah mereka yang menyeterui kamu dan doakanlah orang-orang yang menganiaya kamu.",
Matius,5,45,Matius 5:45,"Dengan demikian, kamu bertindak sebagai anak-anak sejati dari Bapamu yang di surga karena Ia menerbitkan matahari-Nya bukan hanya untuk orang yang baik, tetapi juga bagi orang yang jahat. Ia pun menurunkan hujan tidak hanya untuk orang yang saleh, tetapi juga bagi orang yang fasik.",
Matius,5,46,Matius 5:46,"Jika kamu hanya mengasihi orang yang mengasihi kamu, apakah pahalamu? Bukankah pemungut cukai pun melakukan hal yang sama?",
Matius,5,47,Matius 5:47,"Demikian pula jika kamu hanya mengucapkan salam kepada saudaramu, apa istimewanya perbuatanmu itu? Bukankah orang-orang yang tidak mengenal Allah pun berbuat demikian?",
Matius,5,48,Matius 5:48,"Sebab itu, hendaklah kamu sempurna, sama seperti Bapamu yang di surga adalah sempurna.”",
Matius,6,1,Matius 6:1,"“Ingatlah baik-baik, jangan kamu menunaikan ibadahmu di hadapan orang dengan maksud supaya terlihat oleh mereka. Karena jika begitu, kamu tidak akan mendapat pahala dari Bapamu yang di surga.",Hal Memberi Sedekah
Matius,6,2,Matius 6:2,"Pada waktu engkau memberi sedekah, janganlah hal itu kauumumkan dengan tiupan nafiri, seperti dilakukan oleh orang-orang munafik di rumah-rumah ibadah serta di jalan-jalan dengan maksud supaya mereka dipuji orang. Sesungguhnya, Aku berkata kepadamu, mereka sudah mendapatkan pahalanya.",
Matius,6,3,Matius 6:3,"Tetapi, engkau, jangan sampai tangan kirimu tahu apa yang diperbuat oleh tangan kananmu pada waktu engkau memberi sedekah.",
Matius,6,4,Matius 6:4,"Dengan demikian, sedekahmu itu tidak kelihatan, dan Bapamu, yang melihat apa yang tidak kelihatan, akan membalas perbuatanmu.”",
Matius,6,5,Matius 6:5,"“Pada waktu kamu berdoa, janganlah kamu berdoa seperti orang-orang munafik. Mereka suka berdoa dengan berdiri di rumah-rumah ibadah serta di persimpangan-persimpangan jalan dengan maksud supaya mereka dapat dilihat oleh orang-orang. Sesungguhnya, Aku berkata kepadamu, mereka sudah mendapat pahalanya.",Hal Berdoa
Matius,6,6,Matius 6:6,"Tetapi, pada waktu engkau hendak berdoa, masuklah ke dalam kamarmu serta tutuplah pintunya. Lalu, berdoalah kepada Bapamu yang tidak kelihatan itu maka Ia, yang melihat apa yang tidak kelihatan itu, akan membalasnya kepadamu.",
Matius,6,7,Matius 6:7,"Selain itu, pada waktu kamu berdoa, janganlah kamu mengulang-ulang kata-kata yang sama seperti yang biasa dilakukan oleh orang-orang yang tidak mengenal Allah. Mereka menyangka bahwa dengan banyaknya kata-kata yang mereka ucapkan, doa mereka akan dikabulkan.",
Matius,6,8,Matius 6:8,Janganlah kamu seperti mereka sebab Bapamu tahu apa yang kamu perlukan sebelum kamu meminta kepada-Nya.,
Matius,6,9,Matius 6:9,"Jadi, hendaklah kamu berdoa demikian, ‘Ya Bapa kami yang di surga, Dikuduskanlah nama-Mu.",
Matius,6,10,Matius 6:10,Datanglah kerajaan-Mu. Terlaksanalah kehendak-Mu di bumi seperti di surga.,
Matius,6,11,Matius 6:11,Berikanlah kepada kami pada hari ini makanan kami secukupnya.,
Matius,6,12,Matius 6:12,"Ampunilah kami karena kesalahan kami, seperti kami mengampuni orang yang bersalah kepada kami.",
Matius,6,13,Matius 6:13,"Janganlah bawa kami ke dalam pencobaan, melainkan lepaskanlah kami dari yang jahat. Karena milik-Mu sajalah kerajaan, kuasa, dan kemuliaan sampai selama-lamanya. Amin.’",
