Book,Chapter,Verse,Ref,Indonesian,Subheading
Ulangan,3,18,Ulangan 3:18,"Pada waktu itu aku memberi perintah kepadamu demikian, ‘ALLAH, Tuhanmu, telah mengaruniakan negeri ini kepadamu untuk diduduki. Hendaklah orang-orangmu yang bersenjata, yaitu semua orang yang gagah perkasa, menyeberang di depan saudara-saudaramu bani Israil.",
Ulangan,3,19,Ulangan 3:19,"Tetapi, biarlah istri-istrimu, anak-anakmu, dan ternak-ternakmu (aku tahu bahwa kamu mempunyai banyak ternak) tinggal di kota-kota yang telah kuberikan kepadamu",
Ulangan,3,20,Ulangan 3:20,"sampai ALLAH mengaruniakan ketenteraman kepada saudara-saudaramu seperti kepadamu, dan mereka juga memiliki negeri yang dikaruniakan ALLAH, Tuhanmu, kepada mereka di seberang Sungai Yordan. Setelah itu, barulah kamu boleh kembali, masing-masing ke tanah miliknya yang telah kuberikan kepadamu.’",
Ulangan,3,21,Ulangan 3:21,"Kemudian, pada waktu itu juga aku memberi perintah kepada Yusak demikian, ‘Dengan matamu sendiri engkau telah melihat semua yang dilakukan ALLAH, Tuhanmu, atas kedua raja itu. ALLAH pun akan melakukan hal yang demikian itu terhadap semua kerajaan di tempat yang akan kaumasuki.",
Ulangan,3,22,Ulangan 3:22,"Jangan takut kepada mereka karena ALLAH, Tuhanmu, Dialah yang akan berperang bagi kamu.’",
Ulangan,3,23,Ulangan 3:23,"Pada waktu itu pula aku memohon belas kasihan ALLAH, demikian,",Nabi Musa Tidak Diperkenankan Memasuki Tanah Kanaan
Ulangan,3,24,Ulangan 3:24,"‘Ya ALLAH, ya Rabbi, Engkau telah mulai menyatakan kepada hamba-Mu ini kebesaran-Mu dan kekuatan-Mu, sebab ilah manakah di langit atau di bumi dapat melakukan perbuatan yang perkasa seperti Engkau?",
Ulangan,3,25,Ulangan 3:25,"Izinkanlah kiranya hamba menyeberang dan melihat negeri yang baik di seberang Sungai Yordan itu, pegunungan yang baik, dan juga Libanon.’",
Ulangan,3,26,Ulangan 3:26,"Akan tetapi, ALLAH murka kepadaku karena kamu dan tidak mau mendengarkan permohonanku. Firman ALLAH kepadaku, ‘Cukup! Jangan bicarakan lagi hal itu dengan-Ku.",
Ulangan,3,27,Ulangan 3:27,"Naiklah ke puncak Gunung Pisga dan layangkanlah pandang ke barat, ke utara, ke selatan, dan ke timur. Lihatlah dengan saksama karena engkau tidak akan menyeberangi Sungai Yordan ini.",
Ulangan,3,28,Ulangan 3:28,"Berilah perintah kepada Yusak, kuatkanlah dan teguhkanlah hatinya karena dialah yang akan memimpin bangsa ini menyeberang dan dialah yang akan memimpin mereka mewarisi negeri yang akan kaulihat itu.’",
Ulangan,3,29,Ulangan 3:29,"Maka, tinggallah kita di lembah yang berseberangan dengan Bait-Peor.",
Ulangan,4,1,Ulangan 4:1,"Sekarang, hai Israil, dengarkanlah ketetapan-ketetapan dan peraturan-peraturan yang kuajarkan kepadamu untuk kamu lakukan supaya kamu dapat hidup dan selanjutnya dapat memasuki serta menduduki negeri yang dikaruniakan ALLAH, Tuhan nenek moyangmu, kepadamu.",Nasihat Nabi Musa untuk Memelihara Hukum Allah
Ulangan,4,2,Ulangan 4:2,"Jangan menambahi atau pun mengurangi perkataan yang kusampaikan kepadamu. Dengan demikian, kamu memegang teguh perintah-perintah ALLAH, Tuhanmu, yang kusampaikan kepadamu.",
Ulangan,4,3,Ulangan 4:3,"Matamu sendiri telah melihat apa yang dilakukan ALLAH sehubungan dengan Dewa Baal-Peor. Semua orang yang mengikuti Dewa Baal-Peor telah dibinasakan oleh ALLAH, Tuhanmu, dari antaramu.",
Ulangan,4,4,Ulangan 4:4,"Sedangkan kamu semua yang berpaut kepada ALLAH, Tuhanmu, masih hidup sampai hari ini.",
Ulangan,4,5,Ulangan 4:5,"Ingatlah, seperti yang diperintahkan kepadaku oleh ALLAH, Tuhanku, aku telah mengajarkan kepadamu ketetapan-ketetapan dan peraturan-peraturan untuk dilaksanakan di negeri yang akan kamu masuki serta duduki.",
Ulangan,4,6,Ulangan 4:6,"Peganglah teguh semua itu dan lakukanlah karena semua itu akan menjadi hikmatmu dan kepandaianmu di depan mata bangsa-bangsa. Ketika mereka mendengar segala ketetapan ini, mereka akan berkata, ‘Sungguh, bangsa yang besar ini adalah orang-orang yang bijak dan pandai!’",
Ulangan,4,7,Ulangan 4:7,"Bangsa besar manakah yang ilahnya begitu dekat padanya seperti ALLAH, Tuhan kita, kapan pun kita berseru kepada-Nya?",
Ulangan,4,8,Ulangan 4:8,Bangsa besar manakah yang mempunyai ketetapan-ketetapan dan peraturan-peraturan yang adil seperti seluruh hukum Taurat yang kusampaikan kepadamu pada hari ini?,
Ulangan,4,9,Ulangan 4:9,"Hanya, berhati-hatilah dan jagalah dirimu baik-baik. Jangan sampai kamu melupakan hal-hal yang telah kamu lihat dengan matamu sendiri, dan jangan sampai semua itu hilang dari hatimu seumur hidupmu. Ceritakanlah kepada anak cucumu",
Ulangan,4,10,Ulangan 4:10,"tentang hari ketika kamu menghadap hadirat ALLAH, Tuhanmu, di Horeb. Pada waktu itu ALLAH berfirman kepadaku, ‘Kumpulkanlah bangsa itu di hadapan-Ku. Aku akan memperdengarkan firman-Ku supaya mereka dapat belajar bertakwa kepada-Ku seumur hidup mereka di bumi dan dapat mengajarkannya pula kepada anak-anak mereka.’",
Ulangan,4,11,Ulangan 4:11,"Kemudian, kamu mendekat dan berdiri di kaki gunung itu sementara gunung itu menyala dengan api sampai ke pusat langit di tengah kegelapan, awan, dan kelam pekat.",
Ulangan,4,12,Ulangan 4:12,"Lalu, berfirmanlah ALLAH kepadamu dari tengah-tengah api itu. Bunyi firman itu kamu dengar, tetapi kamu tidak melihat suatu wujud pun. Hanya ada suara saja.",
Ulangan,4,13,Ulangan 4:13,"Ia menyatakan kepadamu perjanjian-Nya dan memerintahkan kamu untuk melakukannya, yaitu Kesepuluh Firman, yang kemudian dituliskan-Nya pada dua loh batu.",
Ulangan,4,14,Ulangan 4:14,"Pada waktu itu, ALLAH memerintahkan aku untuk mengajarkan ketetapan-ketetapan dan peraturan-peraturan ini kepadamu supaya kamu melaksanakannya di negeri yang akan kamu masuki serta duduki.",
Ulangan,4,15,Ulangan 4:15,"Kamu tidak melihat suatu wujud pun pada hari ALLAH berfirman kepadamu dari tengah-tengah api di Horeb. Oleh karena itu, jagalah dirimu baik-baik,",
Ulangan,4,16,Ulangan 4:16,"jangan sampai kamu berlaku busuk dan membuat bagimu patung berhala ukiran dalam wujud apa pun, baik berupa sosok laki-laki atau perempuan,",
Ulangan,4,17,Ulangan 4:17,"sosok suatu binatang yang ada di darat, sosok suatu unggas bersayap yang terbang di udara,",
Ulangan,4,18,Ulangan 4:18,"sosok suatu binatang yang merayap di tanah, maupun sosok suatu ikan yang ada di laut, di bawah bumi.",
