Book,Chapter,Verse,Ref,Indonesian,Subheading
Lukas,1,77,Lukas 1:77,dan untuk memberi pengertian kepada umat-Nya mengenai keselamatan yang didasarkan atas pengampunan dosa-dosa mereka,
Lukas,1,78,Lukas 1:78,"karena kemurahan hati Tuhan kita. Bagaikan sinar surya di pagi hari dari tempat yang tinggi, demikian Ia datang melawat kita",
Lukas,1,79,Lukas 1:79,"untuk menyinari orang yang hidup dalam kegelapan dan yang berada dalam bayang-bayang maut, serta mengarahkan langkah kita kepada jalan kesentosaan.”",
Lukas,1,80,Lukas 1:80,Anak Zakharia itu bertambah besar dan ruhnya semakin kuat. Ia tinggal di padang belantara sampai pada saatnya ia harus tampil di depan bani Israil.,
Lukas,2,1,Lukas 2:1,"Pada waktu itu, Kaisar Agustus mengeluarkan perintah supaya diadakan sensus di seluruh dunia.",Kelahiran Isa
Lukas,2,2,Lukas 2:2,Itulah sensus yang pertama kali diadakan ketika Kirenius menjadi penguasa di Siria.,
Lukas,2,3,Lukas 2:3,"Karena itu, semua orang yang akan disensus kembali ke kotanya masing-masing.",
Lukas,2,4,Lukas 2:4,"Yusuf pun berangkat dari Kota Nazaret di Galilea ke Baitlahim, kota Daud, di wilayah Yudea sebab ia dari keluarga dan keturunan Daud.",
Lukas,2,5,Lukas 2:5,"Ia pergi mendaftarkan diri bersama Maryam, tunangannya, yang pada waktu itu sedang mengandung.",
Lukas,2,6,Lukas 2:6,"Ketika mereka di sana, tibalah waktunya bagi Maryam untuk melahirkan.",
Lukas,2,7,Lukas 2:7,"Ia melahirkan seorang anak laki-laki, anaknya yang sulung. Maryam membungkus-Nya dengan kain bedung, lalu membaringkan-Nya di dalam palungan karena tidak ada tempat bagi mereka untuk menginap.",
Lukas,2,8,Lukas 2:8,Di daerah itu ada beberapa orang gembala yang sedang menjaga kawanan ternak mereka di padang pada waktu malam.,Gembala-Gembala
Lukas,2,9,Lukas 2:9,Tiba-tiba malaikat Tuhan berdiri di dekat mereka dan cahaya kemuliaan Tuhan menyinari mereka. Mereka pun sangat ketakutan.,
Lukas,2,10,Lukas 2:10,"Malaikat itu berkata, “Jangan takut. Aku membawa kabar baik bagimu, yaitu kabar yang mendatangkan kesukaan besar bagi seluruh bangsa.",
Lukas,2,11,Lukas 2:11,"Hari ini telah lahir bagimu di kota Daud seorang Penyelamat, yaitu Al-Masih, Junjungan kita.",
Lukas,2,12,Lukas 2:12,Inilah tandanya: Kamu akan menjumpai bayi yang dibungkus dengan kain bedung dan berbaring di palungan.”,
Lukas,2,13,Lukas 2:13,"Tiba-tiba bersama-sama dengan malaikat itu hadir banyak sekali tentara surgawi. Mereka memuji Allah dan berkata,",
Lukas,2,14,Lukas 2:14,"“Kemuliaan bagi Allah di tempat yang mahatinggi, sejahtera di bumi bagi orang yang berkenan di hati Allah.”",
Lukas,2,15,Lukas 2:15,"Kemudian, malaikat-malaikat itu meninggalkan gembala-gembala itu dan kembali ke surga. Lalu, gembala-gembala itu berkata satu sama lain, “Mari kita ke Baitlahim melihat semua yang terjadi, seperti yang diberitahukan Tuhan kepada kita.”",
Lukas,2,16,Lukas 2:16,"Mereka pun segera pergi, lalu mendapati Maryam, Yusuf, dan bayi itu, yang sedang berbaring di palungan.",
Lukas,2,17,Lukas 2:17,"Setelah mereka melihat bayi itu, mereka memberitakan kepada orang-orang, apa yang dikatakan oleh malaikat mengenai anak itu.",
Lukas,2,18,Lukas 2:18,Semua orang yang mendengar apa yang diceritakan oleh gembala-gembala itu merasa heran.,
Lukas,2,19,Lukas 2:19,"Akan tetapi, Maryam menyimpan semua hal itu di dalam hatinya dan merenungkannya.",
Lukas,2,20,Lukas 2:20,"Lalu, gembala-gembala itu pulang sambil memuji dan memuliakan Allah sebab semua yang mereka dengar dan mereka lihat, sama seperti apa yang telah disampaikan malaikat itu kepada mereka.",
Lukas,2,21,Lukas 2:21,"Setelah delapan hari, tibalah waktunya bagi bayi itu untuk dikhitan. Mereka menamai-Nya Isa, seperti yang dikatakan oleh malaikat kepada mereka sebelum Ia ada di dalam kandungan.",Isa Dikhitan dan Diserahkan kepada Tuhan; Simeon dan Hana
Lukas,2,22,Lukas 2:22,"Ketika sudah genap hari penyucian menurut hukum Nabi Musa, mereka membawa anak itu ke Yerusalem untuk diserahkan kepada Tuhan",
Lukas,2,23,Lukas 2:23,"sebab dalam hukum Allah tertulis, “Setiap anak laki-laki sulung akan disucikan bagi Tuhan.”",
Lukas,2,24,Lukas 2:24,"Selain itu, mereka pun hendak mempersembahkan kurban sebagaimana ditentukan dalam hukum Tuhan, yaitu sepasang burung tekukur atau dua ekor anak burung merpati.",
Lukas,2,25,Lukas 2:25,Di Yerusalem ada seorang laki-laki bernama Simeon. Ia seorang saleh dan bertakwa serta sedang menantikan penghiburan dari Allah untuk bani Israil. Ruh Allah ada padanya.,
Lukas,2,26,Lukas 2:26,"Ia telah menerima wahyu dari Ruh bahwa ia tidak akan meninggal sebelum ia melihat Al-Masih, yang datang dari Tuhan.",
Lukas,2,27,Lukas 2:27,"Atas pimpinan Ruh, ia masuk ke Bait Allah. Ketika anak itu, yaitu Isa, dibawa masuk oleh ibu bapak-Nya yang hendak memenuhi tuntutan hukum Taurat, yaitu hukum yang terdapat dalam Kitab Suci Taurat,",
Lukas,2,28,Lukas 2:28,"Simeon menyambut anak itu dan menggendong-Nya. Ia lalu memuji Allah, katanya,",
Lukas,2,29,Lukas 2:29,"“Ya Tuhan, biarlah sekarang hamba-Mu ini pergi dengan sejahtera sesuai dengan firman-Mu.",
Lukas,2,30,Lukas 2:30,"Sebab sudah kulihat sendiri keselamatan yang berasal dari-Mu,",
Lukas,2,31,Lukas 2:31,"yaitu keselamatan yang telah Engkau sediakan di hadapan segala bangsa,",
Lukas,2,32,Lukas 2:32,"terang yang menyatakan kebenaran kepada bangsa-bangsa lain dan mendatangkan kemuliaan bagi umat-Mu, Israil.”",
Lukas,2,33,Lukas 2:33,Bapak dan ibu anak itu heran mendengar semua yang dikatakan mengenai anak mereka.,
Lukas,2,34,Lukas 2:34,"Lalu, Simeon memohonkan berkah untuk ibu bapak anak itu, dan berkata kepada Maryam, ibu anak itu, “Anak ini ditentukan untuk menjatuhkan dan membangunkan kembali banyak orang dari bani Israil. Ia juga akan menjadi suatu tanda yang menimbulkan pertentangan",
Lukas,2,35,Lukas 2:35,sehingga pikiran dan hati banyak orang menjadi nyata. Jiwamu sendiri pun akan seperti ditikam pedang.”,
Lukas,2,36,Lukas 2:36,"Di situ ada juga seorang nabiah yang sudah tua sekali, namanya Hana, anak Fanuel dari suku Asyer. Ia menikah pada waktu muda dan hidup dengan suaminya tujuh tahun lamanya,",
Lukas,2,37,Lukas 2:37,kemudian setelah itu ia menjadi janda. Sekarang umurnya delapan puluh empat tahun. Ia selalu ada di Bait Allah dan beribadah di situ siang malam dengan berpuasa dan berdoa.,
Lukas,2,38,Lukas 2:38,"Pada saat itu ia pun datang ke situ dan mengucap syukur kepada Allah. Lalu, ia berbicara mengenai anak itu kepada semua orang yang sedang menantikan pembebasan bagi Yerusalem.",
Lukas,2,39,Lukas 2:39,"Setelah Yusuf dan Maryam selesai melakukan semua yang harus dijalankan menurut hukum Tuhan, mereka kembali ke Kota Nazaret, kota kediaman mereka di Galilea.",
Lukas,2,40,Lukas 2:40,"Anak itu semakin besar dan bertambah kuat, serta penuh dengan hikmah. Rahmat Allah ada pada-Nya.",
Lukas,2,41,Lukas 2:41,"Setiap tahun pada hari raya Paskah, bapak dan ibu Isa selalu pergi ke Yerusalem untuk merayakan hari raya Paskah.",Isa pada Umur Dua Belas Tahun dalam Bait Allah
Lukas,2,42,Lukas 2:42,"Pada waktu Isa berumur dua belas tahun, mereka pergi ke Yerusalem seperti yang biasa mereka lakukan pada hari raya.",
Lukas,2,43,Lukas 2:43,"Setelah hari-hari raya itu berakhir, mereka pun berjalan pulang. Tetapi, Isa, anak mereka itu, masih tinggal di Yerusalem. Bapak dan ibu-Nya tidak mengetahui hal itu",
Lukas,2,44,Lukas 2:44,karena mereka berpikir bahwa Ia ada di antara orang-orang seperjalanan. Setelah berjalan sehari lamanya mereka mencari Dia di antara kaum keluarga dan kenalan-kenalan mereka.,
Lukas,2,45,Lukas 2:45,"Tetapi, karena mereka tidak menemukan Isa di situ, kembalilah mereka ke Yerusalem sambil terus mencari Dia.",
Lukas,2,46,Lukas 2:46,"Setelah tiga hari, mereka menemukan Isa di dalam Bait Allah. Ia sedang duduk di situ, di tengah-tengah para alim ulama bani Israil sambil mendengarkan mereka dan mengajukan pertanyaan-pertanyaan kepada mereka.",
Lukas,2,47,Lukas 2:47,Semua orang yang mendengarkan kata-kata Isa merasa heran akan pengertian yang dimiliki-Nya serta jawaban-jawaban yang dilontarkan-Nya.,
Lukas,2,48,Lukas 2:48,"Begitu bapak dan ibu-Nya melihat Dia, tercenganglah mereka. Lalu, ibu-Nya berkata, “Anakku, mengapa Kaulakukan hal ini terhadap kami? Aku dan bapak-Mu cemas mencari Engkau!”",
Lukas,2,49,Lukas 2:49,"Jawab Isa, “Mengapa Bapak dan Ibu mencari Aku? Tidakkah Bapak dan Ibu tahu bahwa Aku harus berada dalam rumah Bapa-Ku?”",
Lukas,2,50,Lukas 2:50,"Tetapi, mereka tidak mengerti apa yang dimaksudkan-Nya.",
Lukas,2,51,Lukas 2:51,"Maka, pulanglah Isa bersama mereka ke Nazaret, dan hidup taat pada mereka. Ibu-Nya menyimpan semua kejadian itu di dalam hatinya.",
Lukas,2,52,Lukas 2:52,Isa semakin besar dan bertambah-tambah kebijaksanaan-Nya. Ia semakin berkenan di hadapan Allah dan juga manusia.,
Lukas,3,1,Lukas 3:1,"Pada tahun kelima belas pemerintahan Kaisar Tiberius, yang menjadi penguasa di Yudea adalah Pontius Pilatus. Pada waktu itu Herodes adalah raja di Galilea, dan Filipus, saudaranya, adalah raja di Iturea dan Trakhonitis. Lisanias adalah raja di Abilene,",Nabi Yahya
Lukas,3,2,Lukas 3:2,"sedangkan yang menjadi Imam Besar adalah Hanas dan Kayafas. Pada masa itu Allah menurunkan firman-Nya kepada Nabi Yahya, anak Zakharia, di padang belantara.",
Lukas,3,3,Lukas 3:3,"Lalu, Yahya pergi ke seluruh daerah Sungai Yordan dan mengabarkan permandian sebagai tanda pertobatan demi pengampunan dosa.",
Lukas,3,4,Lukas 3:4,"Hal itu telah tersurat dalam tulisan Nabi Yesaya yang berkata, “Terdengar suara orang yang berseru-seru di padang belantara, ‘Persiapkanlah jalan bagi Tuhan, luruskanlah jalan yang akan dilalui-Nya!’",
Lukas,3,5,Lukas 3:5,"Setiap lembah akan ditimbun, setiap gunung dan bukit akan diratakan. Yang berliku-liku akan diluruskan dan jalan yang berbatu-batu akan menjadi jalan yang rata.",
Lukas,3,6,Lukas 3:6,Semua orang akan melihat keselamatan yang datang dari Allah.”,
Lukas,3,7,Lukas 3:7,"Kepada orang banyak yang datang untuk dipermandikan, Yahya berkata, “Hai kamu, orang-orang yang bertabiat ular! Siapakah yang mengingatkan kamu untuk lari dari murka Allah yang akan datang?",
Lukas,3,8,Lukas 3:8,"Hasilkanlah buah yang sepadan dengan pertobatanmu, dan jangan berkata dalam hatimu, ‘Ibrahim adalah bapa leluhur kami.’ Aku berkata kepadamu, Allah dapat saja menjadikan anak-anak bagi Ibrahim dari batu-batu ini.",
Lukas,3,9,Lukas 3:9,Kapak telah tersedia pada akar pohon. Setiap pohon yang tidak menghasilkan buah yang baik akan ditebang dan dibuang ke dalam api.”,
Lukas,3,10,Lukas 3:10,"Lalu, orang banyak itu bertanya kepadanya, “Kalau begitu, apa yang harus kami lakukan?”",
Lukas,3,11,Lukas 3:11,"Yahya menjawab, “Orang yang punya dua helai baju harus berbagi dengan orang yang tidak punya, begitu juga orang yang mempunyai makanan.”",
Lukas,3,12,Lukas 3:12,"Pemungut-pemungut cukai pun datang kepada Yahya untuk dipermandikan. Mereka bertanya kepadanya, “Guru, apa yang harus kami lakukan?”",
Lukas,3,13,Lukas 3:13,"Yahya menjawab, “Jangan mengambil lebih daripada yang sudah ditentukan.”",
Lukas,3,14,Lukas 3:14,"Prajurit-prajurit juga bertanya, “Bagaimana dengan kami? Apa yang harus kami lakukan?” Yahya menjawab, “Jangan memeras atau menipu siapa pun untuk merampas hartanya. Cukupkanlah dirimu dengan gajimu.”",
Lukas,3,15,Lukas 3:15,"Pada waktu itu orang-orang sedang menunggu-nunggu dan berharap sehingga mereka semua bertanya-tanya dalam hati mengenai Yahya, apakah dia Al-Masih.",
Lukas,3,16,Lukas 3:16,"Yahya berkata kepada mereka, “Aku mempermandikan kamu dengan air, tetapi akan datang seorang yang lebih berkuasa daripada aku. Membuka tali kasut-Nya pun aku tidak layak. Dialah yang akan mempermandikan kamu dengan Ruh Allah Yang Mahasuci dan dengan api.",
Lukas,3,17,Lukas 3:17,"Alat penampi ada di tangan-Nya, dan Ia akan membersihkan tempat pengirikan-Nya. Gandum akan dikumpulkan-Nya dalam lumbung, tetapi sekam akan dibakar dengan api yang tak pernah padam.”",
Lukas,3,18,Lukas 3:18,Dengan banyak nasihat lain Yahya memberitakan Injil kepada orang banyak itu.,
Lukas,3,19,Lukas 3:19,"Tetapi, Herodes, raja wilayah itu, setelah ditegur oleh Yahya sehubungan dengan Herodiah, istri saudaranya, dan mengenai segala kejahatannya yang lain,",
Lukas,3,20,Lukas 3:20,malah menambah kejahatannya dengan memasukkan Yahya ke penjara.,
Lukas,3,21,Lukas 3:21,"Pada waktu semua orang dipermandikan, Isa juga dipermandikan. Ketika Isa sedang berdoa, langit terbuka",Isa Dipermandikan
Lukas,3,22,Lukas 3:22,"dan Ruh Allah turun ke atas-Nya dalam rupa burung merpati. Kemudian, terdengarlah suara dari surga, “Engkaulah Sang Anak yang Kukasihi. Kepada-Mulah Aku berkenan.”",
Lukas,3,23,Lukas 3:23,"Isa mulai mengajar orang-orang. Umur-Nya kurang lebih tiga puluh tahun. Menurut pendapat orang, Ia adalah anak Yusuf, anak Eli,",Silsilah Isa
Lukas,3,24,Lukas 3:24,"anak Matat, anak Lewi, anak Malkhi, anak Yanai, anak Yusuf,",
Lukas,3,25,Lukas 3:25,"anak Matica, anak Amos, anak Nahum, anak Hesli, anak Nagai,",
Lukas,3,26,Lukas 3:26,"anak Maat, anak Matica, anak Simei, anak Yosekh, anak Yoda,",
Lukas,3,27,Lukas 3:27,"anak Yohanan, anak Resa, anak Zerubabel, anak Sealtiel, anak Neri,",
Lukas,3,28,Lukas 3:28,"anak Malkhi, anak Adi, anak Kosam, anak Elmodam, anak Er,",
Lukas,3,29,Lukas 3:29,"anak Yesua, anak Eliezer, anak Yorim, anak Matat, anak Lewi,",
Lukas,3,30,Lukas 3:30,"anak Simeon, anak Yuda, anak Yusuf, anak Yonam, anak Elyakim,",
Lukas,3,31,Lukas 3:31,"anak Melea, anak Mina, anak Matata, anak Natan, anak Daud,",
Lukas,3,32,Lukas 3:32,"anak Isai, anak Obed, anak Boas, anak Salmon, anak Nahason,",
Lukas,3,33,Lukas 3:33,"anak Aminadab, anak Admin, anak Arni, anak Hezron, anak Peres, anak Yuda,",
Lukas,3,34,Lukas 3:34,"anak Yakub, anak Ishak, anak Ibrahim, anak Terah, anak Nahor,",
Lukas,3,35,Lukas 3:35,"anak Serug, anak Rehu, anak Peleg, anak Eber, anak Salmon,",
Lukas,3,36,Lukas 3:36,"anak Kenan, anak Arpakhsad, anak Sem, anak Nuh, anak Lamekh,",
