Book,Chapter,Verse,Ref,Indonesian,Subheading
Yahya,3,31,Yahya 3:31,"Siapa yang datang dari atas adalah di atas segalanya, siapa berasal dari bumi adalah manusia penghuni bumi dan berkata-kata tentang hal-hal di bumi. Siapa yang datang dari surga adalah di atas segalanya.",
Yahya,3,32,Yahya 3:32,"Ia memberi kesaksian tentang apa yang dilihat-Nya dan didengar-Nya, namun tak seorang pun menerima kesaksian-Nya.",
Yahya,3,33,Yahya 3:33,"Siapa menerima kesaksian-Nya, ia mengakui bahwa Allah itu benar",
Yahya,3,34,Yahya 3:34,sebab Dialah yang diutus oleh Allah untuk menyampaikan firman Allah. Kepada-Nya Ruh Allah dianugerahkan tanpa batas.,
Yahya,3,35,Yahya 3:35,Sang Bapa mengasihi Sang Anak dan segala sesuatunya sudah diserahkan ke dalam tangan-Nya.,
Yahya,3,36,Yahya 3:36,"Siapa percaya kepada Sang Anak, ia memperoleh hidup yang kekal. Sebaliknya, siapa tidak taat kepada Anak, ia tidak akan melihat hidup, melainkan murka Allah tetap tinggal di atasnya.”",
Yahya,4,1,Yahya 4:1,Orang-orang dari mazhab Farisi mendengar bahwa Isa memperoleh dan mempermandikan lebih banyak pengikut daripada Yahya,Percakapan dengan Perempuan Samaria
Yahya,4,2,Yahya 4:2,"(meskipun Isa sendiri tidak mempermandikan orang-orang, melainkan para pengikut-Nya).",
Yahya,4,3,Yahya 4:3,"Ketika Isa mengetahui bahwa mereka sudah mendengar tentang hal itu, Ia pun meninggalkan wilayah Yudea dan kembali lagi ke Galilea.",
Yahya,4,4,Yahya 4:4,"Dalam perjalanan-Nya ke Galilea, Ia harus melintasi wilayah Samaria.",
Yahya,4,5,Yahya 4:5,"Lalu, sampailah Ia ke salah satu kota di Samaria yang bernama Sikhar, dekat tempat yang dahulu diberikan oleh Yakub kepada anaknya, Yusuf.",
Yahya,4,6,Yahya 4:6,"Di situlah perigi Yakub berada. Isa telah penat berjalan, karena itu duduklah Ia di tepi perigi itu. Waktu itu kira-kira jam yang keenam.",
Yahya,4,7,Yahya 4:7,"Kemudian, seorang perempuan Samaria datang hendak menimba air. Isa bersabda kepadanya, “Berilah Aku minum.”",
Yahya,4,8,Yahya 4:8,"Pada waktu itu, para pengikut-Nya sudah pergi ke kota untuk membeli makanan.",
Yahya,4,9,Yahya 4:9,"Kata perempuan Samaria itu kepada-Nya, “Tuan ini bagaimana? Masakan orang Israil meminta minum kepadaku, orang Samaria?” (Sebab orang Israil tidak bergaul dengan orang Samaria.)",
Yahya,4,10,Yahya 4:10,"Jawab Isa kepadanya, “Jika engkau tahu anugerah Allah dan siapa yang berkata kepadamu, ‘Berilah Aku minum,’ tentulah engkau akan meminta kepada-Nya dan Ia akan memberikan kepadamu air hidup.”",
Yahya,4,11,Yahya 4:11,"Lalu, kata perempuan itu kepada-Nya, “Tuan tidak mempunyai timba dan perigi ini pun amat dalam. Jadi, dari manakah Tuan dapat memperoleh air hidup itu?",
Yahya,4,12,Yahya 4:12,"Apakah Tuan lebih besar daripada nenek moyang kami, Yakub, yang telah memberikan perigi ini kepada kami dan yang telah meminumnya juga bersama anak-anaknya serta ternak-ternaknya?”",
Yahya,4,13,Yahya 4:13,"Sabda Isa kepadanya, “Siapa meminum air ini, ia akan dahaga lagi.",
Yahya,4,14,Yahya 4:14,"Tetapi, siapa meminum air yang akan Kuberikan kepadanya, ia tidak akan merasa dahaga lagi sampai selama-lamanya. Air yang akan Kuberikan itu akan menjadi mata air di dalam dirinya yang terus-menerus memancar sampai hidup yang kekal.”",
Yahya,4,15,Yahya 4:15,"Lalu, kata perempuan itu kepada-Nya, “Tuan, berilah aku air itu supaya aku tidak merasa dahaga dan tidak perlu datang lagi kemari untuk menimba air.”",
Yahya,4,16,Yahya 4:16,"Sabda Isa kepadanya, “Pergilah, panggillah suamimu kemari.”",
Yahya,4,17,Yahya 4:17,"Jawab perempuan itu kepada-Nya, “Aku tidak bersuami.” Sabda Isa kepadanya, “Engkau benar ketika engkau berkata, ‘Aku tidak bersuami,’",
Yahya,4,18,Yahya 4:18,"karena engkau sudah pernah mempunyai lima suami dan yang sekarang ada padamu bukanlah suamimu. Dalam hal ini, engkau berkata jujur.”",
Yahya,4,19,Yahya 4:19,"Kata perempuan itu kepada-Nya, “Ya Tuan, tentunya Engkau adalah seorang nabi.",
Yahya,4,20,Yahya 4:20,"Nenek moyang kami menyembah Allah di atas bukit ini, tetapi bangsa Tuan berkata bahwa Yerusalemlah tempat yang patut untuk menyembah Allah.”",
Yahya,4,21,Yahya 4:21,"Sabda Isa kepadanya, “Hai perempuan, percayalah kepada-Ku, akan tiba waktunya kamu akan menyembah Sang Bapa bukan lagi di atas bukit ini atau di Yerusalem.",
Yahya,4,22,Yahya 4:22,"Kamu menyembah apa yang tidak kamu kenal, sedangkan kami menyembah apa yang kami kenal karena keselamatan itu datang dari bani Israil.",
Yahya,4,23,Yahya 4:23,"Tetapi, waktunya akan tiba dan sedang tiba bahwa penyembah-penyembah sejati akan menyembah Sang Bapa dalam ruh dan kebenaran karena Sang Bapa mencari penyembah-penyembah yang demikian.",
Yahya,4,24,Yahya 4:24,"Allah itu Ruh, dan siapa menyembah Dia, ia harus menyembah-Nya dalam ruh dan kebenaran.”",
Yahya,4,25,Yahya 4:25,"Kata perempuan itu kepada-Nya, “Aku tahu bahwa Mesias, yang disebut Al-Masih itu, akan datang. Apabila Ia datang, Ia akan memberitahukan segala sesuatu kepada kami.”",
Yahya,4,26,Yahya 4:26,"Sabda Isa kepada perempuan itu, “Akulah Dia, yang sedang bertutur kata denganmu.”",
Yahya,4,27,Yahya 4:27,"Setelah para pengikut-Nya kembali, mereka merasa heran sebab Isa bercakap-cakap dengan seorang perempuan. Namun, tak seorang pun dari antara mereka bertanya kepada perempuan itu, “Apa yang kaukehendaki?” Atau kepada Isa, “Mengapa Guru berbicara dengan perempuan itu?”",
Yahya,4,28,Yahya 4:28,"Perempuan itu meninggalkan buyungnya, lalu pergi ke kota dan berkata kepada orang-orang,",
Yahya,4,29,Yahya 4:29,"“Mari lihatlah, ada seseorang yang memberitahukan kepadaku segala sesuatu yang telah kuperbuat! Mungkinkah Dia itu Al-Masih?”",
Yahya,4,30,Yahya 4:30,"Mereka pun segera keluar dari kota, lalu menemui Isa.",
Yahya,4,31,Yahya 4:31,"Sementara itu, para pengikut-Nya meminta Isa untuk makan. Kata mereka, “Ya Guru, makanlah.”",
Yahya,4,32,Yahya 4:32,"Tetapi, sabda-Nya kepada mereka, “Pada-Ku ada makanan yang tidak kamu ketahui.”",
Yahya,4,33,Yahya 4:33,"Lalu, para pengikut-Nya bertanya-tanya satu kepada yang lain, “Apakah ada orang yang telah membawakan makanan untuk-Nya?”",
Yahya,4,34,Yahya 4:34,"Sabda Isa kepada mereka, “Makanan-Ku adalah melakukan kehendak Allah yang mengutus Aku dan menyelesaikan pekerjaan-Nya.",
Yahya,4,35,Yahya 4:35,"Bukankah kamu berkata bahwa empat bulan lagi baru akan tiba musim menuai? Tetapi, Aku berkata kepadamu, bukalah matamu dan pandanglah ladang-ladang yang sudah menguning dan siap untuk dituai.",
Yahya,4,36,Yahya 4:36,"Sekarang ini, orang yang menuai sudah mendapat upahnya dan mengumpulkan hasil bagi kehidupan yang kekal sehingga orang yang menabur dan yang menuai sama-sama bergembira.",
Yahya,4,37,Yahya 4:37,"Dengan demikian, benarlah ungkapan ini: Ada yang menabur, ada pula yang menuai.",
Yahya,4,38,Yahya 4:38,Aku mengutus kamu untuk menuai apa yang tidak kamu kerjakan. Orang lain mengerjakannya dan kamu memetik keuntungan dari hasil pekerjaan mereka.”,
Yahya,4,39,Yahya 4:39,"Banyak orang Samaria di kota itu menjadi percaya kepada Isa karena perkataan perempuan itu yang memberi kesaksian demikian, “Ia memberitahukan kepadaku segala sesuatu yang telah kuperbuat.”",
Yahya,4,40,Yahya 4:40,"Setelah orang-orang Samaria itu bertemu dengan Isa, mereka meminta kepada-Nya supaya Ia tinggal bersama mereka. Lalu, tinggallah Ia di situ dua hari lamanya.",
Yahya,4,41,Yahya 4:41,"Dengan demikian, lebih banyak lagi orang yang menjadi percaya setelah mereka mendengar sendiri perkataan Isa.",
Yahya,4,42,Yahya 4:42,"Lalu, kata mereka kepada perempuan itu, “Kami percaya bukan karena perkataanmu semata-mata, tetapi karena kami sendiri sudah mendengar dan mengetahui bahwa Dia benar-benar Penyelamat dunia ini.”",
Yahya,4,43,Yahya 4:43,"Setelah dua hari tinggal di Samaria, Isa pergi ke Galilea",Kembali ke Galilea
Yahya,4,44,Yahya 4:44,karena Ia sendiri telah memberi kesaksian bahwa seorang nabi tidak dihormati di tempatnya sendiri.,
Yahya,4,45,Yahya 4:45,"Sesampai-Nya di Galilea, Ia disambut oleh orang-orang Galilea sebab mereka telah melihat segala sesuatu yang diperbuat-Nya di Yerusalem pada hari raya karena pada hari raya itu mereka pun ada di sana.",
Yahya,4,46,Yahya 4:46,"Kemudian, Isa datang lagi ke Kota Kana, di wilayah Galilea, yaitu tempat Ia pernah mengubah air menjadi air anggur. Di situ ada seorang pegawai kerajaan yang anak laki-lakinya menderita sakit di Kapernaum.",Isa Menyembuhkan Anak Pegawai Istana
