Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Kejadian,1,11,Kejadian 1:11,وَقَالَ ٱللهُ: «لِتُنْبِتِ ٱلْأَرْضُ عُشْبًا وَبَقْلًا يُبْزِرُ بِزْرًا، وَشَجَرًا ذَا ثَمَرٍ يَعْمَلُ ثَمَرًا كَجِنْسِهِ، بِزْرُهُ فِيهِ عَلَى ٱلْأَرْضِ». وَكَانَ كَذَلِكَ.,"Allah berfirman, “Biarlah bumi menumbuhkan rerumputan, tumbuh-tumbuhan berbiji, dan pohon buah yang berbuah menurut jenisnya dan berbiji di dalamnya, di atas bumi.” Lalu, jadilah demikian.","Berfirmanlah Allah, “Hendaklah tanah menumbuhkan rumput-rumput muda, tumbuh-tumbuhan berbiji, dan berbagai jenis pohon buah-buahan penghasil buah yang berbiji di atas bumi.” Lalu, jadilah demikian.",
Kejadian,1,12,Kejadian 1:12,فَأَخْرَجَتِ ٱلْأَرْضُ عُشْبًا وَبَقْلًا يُبْزِرُ بِزْرًا كَجِنْسِهِ، وَشَجَرًا يَعْمَلُ ثَمَرًا بِزْرُهُ فِيهِ كَجِنْسِهِ. وَرَأَى ٱللهُ ذَلِكَ أَنَّهُ حَسَنٌ.,"Bumi menumbuhkan rerumputan, tumbuh-tumbuhan berbiji menurut jenisnya, dan pohon yang berbuah dengan biji di dalamnya menurut jenisnya. Allah melihat bahwa itu baik.","Tanah mengeluarkan rumput-rumput muda, berbagai jenis tumbuhan berbiji, dan berbagai jenis pohon buah-buahan penghasil buah yang berbiji. Allah melihat bahwa semua itu baik.",
Kejadian,1,13,Kejadian 1:13,وَكَانَ مَسَاءٌ وَكَانَ صَبَاحٌ يَوْمًا ثَالِثًا.,"Jadilah petang dan jadilah pagi, itulah hari ketiga.","Jadilah petang dan jadilah pagi, itulah hari ketiga.",
Kejadian,1,14,Kejadian 1:14,وَقَالَ ٱللهُ: «لِتَكُنْ أَنْوَارٌ فِي جَلَدِ ٱلسَّمَاءِ لِتَفْصِلَ بَيْنَ ٱلنَّهَارِ وَٱللَّيْلِ، وَتَكُونَ لِآيَاتٍ وَأَوْقَاتٍ وَأَيَّامٍ وَسِنِينٍ.,"Kemudian, Allah berfirman, “Biarlah ada penerang di cakrawala langit untuk memisahkan siang dari malam, dan biarlah itu ada untuk tanda-tanda dan untuk musim-musim, dan untuk hari-hari serta tahun-tahun,","Berfirmanlah Allah, “Jadilah penerang-penerang di langit untuk memisahkan siang dari malam. Hendaklah semua itu menjadi tanda yang menentukan musim, hari, serta tahun,",
Kejadian,1,15,Kejadian 1:15,وَتَكُونَ أَنْوَارًا فِي جَلَدِ ٱلسَّمَاءِ لِتُنِيرَ عَلَى ٱلْأَرْضِ». وَكَانَ كَذَلِكَ.,"dan biarlah itu menjadi penerang di cakrawala langit, untuk memberikan terang atas bumi.” Demikianlah itu terjadi.","dan hendaklah semua itu menjadi penerang di langit untuk menerangi bumi.” Lalu, jadilah demikian.",
Kejadian,1,16,Kejadian 1:16,فَعَمِلَ ٱللهُ ٱلنُّورَيْنِ ٱلْعَظِيمَيْنِ: ٱلنُّورَ ٱلْأَكْبَرَ لِحُكْمِ ٱلنَّهَارِ، وَٱلنُّورَ ٱلْأَصْغَرَ لِحُكْمِ ٱللَّيْلِ، وَٱلنُّجُومَ.,"Allah membuat dua penerang yang besar. Penerang yang lebih besar untuk menguasai siang, sedangkan penerang yang lebih kecil untuk menguasai malam. Dia juga membuat bintang-bintang.","Allah menjadikan dua penerang yang besar, yaitu penerang yang lebih besar untuk menguasai siang dan penerang yang lebih kecil untuk menguasai malam. Ia pun membuat bintang-bintang.",
Kejadian,1,17,Kejadian 1:17,وَجَعَلَهَا ٱللهُ فِي جَلَدِ ٱلسَّمَاءِ لِتُنِيرَ عَلَى ٱلْأَرْضِ،,"Allah mengatur mereka di cakrawala langit untuk menerangi bumi,","Kemudian, Allah menempatkan semua itu di langit untuk menerangi bumi,",
Kejadian,1,18,Kejadian 1:18,وَلِتَحْكُمَ عَلَى ٱلنَّهَارِ وَٱللَّيْلِ، وَلِتَفْصِلَ بَيْنَ ٱلنُّورِ وَٱلظُّلْمَةِ. وَرَأَى ٱللهُ ذَلِكَ أَنَّهُ حَسَنٌ.,"untuk menguasai siang dan menguasai malam, dan untuk memisahkan terang dari gelap. Allah melihat bahwa itu baik.","untuk menguasai siang dan malam, dan untuk memisahkan terang dari gelap. Allah melihat bahwa semua itu baik.",
Kejadian,1,19,Kejadian 1:19,وَكَانَ مَسَاءٌ وَكَانَ صَبَاحٌ يَوْمًا رَابِعًا.,"Jadilah petang dan jadilah pagi, itulah hari keempat.","Jadilah petang dan jadilah pagi, itulah hari keempat.",
Kejadian,1,20,Kejadian 1:20,وَقَالَ ٱللهُ: «لِتَفِضِ ٱلْمِيَاهُ زَحَّافَاتٍ ذَاتَ نَفْسٍ حَيَّةٍ، وَلْيَطِرْ طَيْرٌ فَوْقَ ٱلْأَرْضِ عَلَى وَجْهِ جَلَدِ ٱلسَّمَاءِ».,"Kemudian, Allah berfirman, “Biarlah air dikerumuni oleh makhluk-makhluk hidup, dan biarlah burung-burung beterbangan di atas bumi, melintasi cakrawala langit.”","Berfirmanlah Allah, “Hendaklah dalam air berkerumun makhluk-makhluk hidup, dan hendaklah burung-burung beterbangan di langit, di atas bumi.”",
Kejadian,1,21,Kejadian 1:21,فَخَلَقَ ٱللهُ ٱلتَّنَانِينَ ٱلْعِظَامَ، وَكُلَّ ذَوَاتِ ٱلْأَنْفُسِ ٱلْحيَّةِ ٱلدَّبَّابَةِ ٱلْتِى فَاضَتْ بِهَا ٱلْمِيَاهُ كَأَجْنَاسِهَا، وَكُلَّ طَائِرٍ ذِي جَنَاحٍ كَجِنْسِهِ. وَرَأَى ٱللهُ ذَلِكَ أَنَّهُ حَسَنٌ.,"Lalu, Allah menciptakan binatang-binatang laut yang besar dan segala jenis makhluk hidup yang bergerak serta berkerumun di dalam air menurut jenisnya, dan segala burung bersayap menurut jenisnya. Allah melihat bahwa itu baik.","Maka, Allah menciptakan makhluk-makhluk laut yang besar dan segala jenis makhluk hidup yang bergerak serta berkerumun dalam air, demikian pula segala jenis burung yang bersayap. Allah melihat bahwa semua itu baik.",
Kejadian,1,22,Kejadian 1:22,وَبَارَكَهَا ٱللهُ قَائِلًا: «أَثْمِرِي وَٱكْثُرِي وَٱمْلَإِي ٱلْمِيَاهَ فِي ٱلْبِحَارِ. وَلْيَكْثُرِ ٱلطَّيْرُ عَلَى ٱلْأَرْضِ».,"Allah memberkatinya, firman-Nya, “Berkembangbiaklah, dan berlipatgandalah, dan penuhilah air di lautan, dan biarlah burung-burung berlipat ganda di bumi.”","Kemudian, Allah memberkahi semua itu, firman-Nya, “Berkembangbiaklah dan bertambah banyak, serta penuhilah air di laut. Hendaklah burung-burung pun bertambah banyak di bumi.”",
Kejadian,1,23,Kejadian 1:23,وَكَانَ مَسَاءٌ وَكَانَ صَبَاحٌ يَوْمًا خَامِسًا.,Jadilah petang dan jadilah pagi. Inilah hari kelima.,"Jadilah petang dan jadilah pagi, itulah hari kelima.",
Kejadian,1,24,Kejadian 1:24,وَقَالَ ٱللهُ: «لِتُخْرِجِ ٱلْأَرْضُ ذَوَاتِ أَنْفُسٍ حَيَّةٍ كَجِنْسِهَا: بَهَائِمَ، وَدَبَّابَاتٍ، وَوُحُوشَ أَرْضٍ كَأَجْنَاسِهَا». وَكَانَ كَذَلِكَ.,"Kemudian, Allah berfirman, “Biarlah bumi menghasilkan makhluk hidup menurut jenisnya, hewan ternak, binatang melata, dan binatang-binatang liar, masing-masing menurut jenisnya.” Lalu, jadilah demikian.","Berfirmanlah Allah, “Hendaklah bumi mengeluarkan berbagai jenis makhluk hidup, yaitu ternak, binatang melata, dan berbagai jenis binatang liar.” Lalu, jadilah demikian.",
Kejadian,1,25,Kejadian 1:25,فَعَمِلَ ٱللهُ وُحُوشَ ٱلْأَرْضِ كَأَجْنَاسِهَا، وَٱلْبَهَائِمَ كَأَجْنَاسِهَا، وَجَمِيعَ دَبَّابَاتِ ٱلْأَرْضِ كَأَجْنَاسِهَا. وَرَأَى ٱللهُ ذَلِكَ أَنَّهُ حَسَنٌ.,"Allah membuat binatang liar di darat itu menurut jenisnya, hewan ternak menurut jenisnya, dan segala binatang melata di atas tanah menurut jenisnya. Allah melihat bahwa itu baik.","Allah menjadikan berbagai jenis binatang liar, berbagai jenis ternak, dan segala jenis binatang yang melata di bumi, dan Allah melihat bahwa semua itu baik.",
Kejadian,1,26,Kejadian 1:26,وَقَالَ ٱللهُ: «نَعْمَلُ ٱلْإِنْسَانَ عَلَى صُورَتِنَا كَشَبَهِنَا، فَيَتَسَلَّطُونَ عَلَى سَمَكِ ٱلْبَحْرِ وَعَلَى طَيْرِ ٱلسَّمَاءِ وَعَلَى ٱلْبَهَائِمِ، وَعَلَى كُلِّ ٱلْأَرْضِ، وَعَلَى جَمِيعِ ٱلدَّبَّابَاتِ ٱلَّتِي تَدِبُّ عَلَى ٱلْأَرْضِ».,"Kemudian, Allah berfirman, “Sekarang, mari Kita membuat manusia dalam rupa Kita, menurut keserupaan Kita. Biarlah mereka berkuasa atas ikan-ikan di laut, atas burung-burung di udara, atas ternak, atas seluruh bumi, dan atas segala yang melata yang merayap di bumi.”","Berfirmanlah Allah, “Kami hendak menjadikan manusia menurut citra Kami sebagai cerminan Kami. Mereka akan berkuasa atas ikan-ikan di laut, atas burung-burung di udara, atas ternak, atas seluruh bumi, dan atas semua binatang melata yang merayap di bumi.”",
Kejadian,1,27,Kejadian 1:27,فَخَلَقَ ٱللهُ ٱلْإِنْسَانَ عَلَى صُورَتِهِ. عَلَى صُورَةِ ٱللهِ خَلَقَهُ. ذَكَرًا وَأُنْثَى خَلَقَهُمْ.,"Lalu, Allah menciptakan manusia menurut rupa-Nya. Menurut rupa Allah, Dia menciptakannya. Laki-laki dan perempuan, demikianlah Dia menciptakan mereka.","Maka, Allah menciptakan manusia menurut citra-Nya. Menurut citra-Nya, Allah menciptakan manusia, laki-laki dan perempuan.",
Kejadian,1,28,Kejadian 1:28,وَبَارَكَهُمُ ٱللهُ وَقَالَ لَهُمْ: «أَثْمِرُوا وَٱكْثُرُوا وَٱمْلَأُوا ٱلْأَرْضَ، وَأَخْضِعُوهَا، وَتَسَلَّطُوا عَلَى سَمَكِ ٱلْبَحْرِ وَعَلَى طَيْرِ ٱلسَّمَاءِ وَعَلَى كُلِّ حَيَوَانٍ يَدِبُّ عَلَى ٱلْأَرْضِ».,"Allah memberkati mereka dan Allah berfirman kepada mereka, “Beranakcuculah dan berlipatgandalah, dan penuhilah bumi, dan kuasailah itu. Berkuasalah atas ikan-ikan di laut, atas burung-burung di udara, dan atas segala yang hidup yang bergerak di bumi.”","Allah memberkahi mereka, dan Allah berfirman kepada mereka, “Beranakcuculah dan bertambah banyak. Penuhilah bumi dan taklukkanlah itu. Berkuasalah atas ikan-ikan di laut, atas burung-burung di udara, dan atas semua binatang yang merayap di bumi.”",
Kejadian,1,29,Kejadian 1:29,وَقَالَ ٱللهُ: «إِنِّي قَدْ أَعْطَيْتُكُمْ كُلَّ بَقْلٍ يُبْزِرُ بِزْرًا عَلَى وَجْهِ كُلِّ ٱلْأَرْضِ، وَكُلَّ شَجَرٍ فِيهِ ثَمَرُ شَجَرٍ يُبْزِرُ بِزْرًا لَكُمْ يَكُونُ طَعَامًا.,"Kemudian, Allah berfirman, “Lihat, Aku telah memberikan kepadamu segala tumbuhan yang menghasilkan biji yang ada di seluruh muka bumi, dan segala pohon yang buahnya berbiji, itulah yang akan menjadi makananmu.","Berfirmanlah Allah, “Lihat, Aku memberikan kepadamu segala tumbuhan yang berbiji di seluruh bumi dan segala pohon yang buahnya berbiji. Itulah yang akan menjadi makananmu.",
Kejadian,1,30,Kejadian 1:30,وَلِكُلِّ حَيَوَانِ ٱلْأَرْضِ وَكُلِّ طَيْرِ ٱلسَّمَاءِ وَكُلِّ دَبَّابَةٍ عَلَى ٱلْأَرْضِ فِيهَا نَفْسٌ حَيَّةٌ، أَعْطَيْتُ كُلَّ عُشْبٍ أَخْضَرَ طَعَامًا». وَكَانَ كَذَلِكَ.,"Untuk segala binatang di bumi, dan untuk segala burung di langit, dan untuk segala yang merayap di bumi, yaitu segala sesuatu yang ada napas hidup di dalamnya, Aku telah memberi segala tumbuhan hijau sebagai makanan.” Lalu, jadilah demikian.","Sedangkan kepada segala binatang di bumi, segala burung di udara, dan segala binatang yang merayap di bumi, yaitu semua yang bernyawa, Kuberikan segala tumbuhan hijau menjadi makanannya.” Lalu, jadilah demikian.",
Kejadian,1,31,Kejadian 1:31,وَرَأَى ٱللهُ كُلَّ مَا عَمِلَهُ فَإِذَا هُوَ حَسَنٌ جِدًّا. وَكَانَ مَسَاءٌ وَكَانَ صَبَاحٌ يَوْمًا سَادِسًا.,"Allah mengamati segala sesuatu yang telah dibuat-Nya, dan lihatlah, itu sangat baik! Jadilah petang dan jadilah pagi. Inilah hari keenam.","Kemudian, Allah melihat segala sesuatu yang telah dijadikan-Nya, dan sungguh, semuanya sangat baik. Jadilah petang dan jadilah pagi, itulah hari keenam.",
Kejadian,2,1,Kejadian 2:1,فَأُكْمِلَتِ ٱلسَّمَاوَاتُ وَٱلْأَرْضُ وَكُلُّ جُنْدِهَا.,Demikianlah langit dan bumi beserta segala isinya diselesaikan.,"Demikianlah diselesaikan langit dan bumi serta segala isinya. 2 Pada hari ketujuh Allah telah menyelesaikan pekerjaan yang dilakukan-Nya, dan berhentilah Ia pada hari ketujuh itu dari segala pekerjaan yang dilakukan-Nya. 3 Kemudian, Allah memberkahi hari ketujuh itu serta menyucikannya karena pada hari itulah Allah berhenti dari segala pekerjaan penciptaan yang dilakukan-Nya. 4 Demikianlah riwayat langit dan bumi pada waktu diciptakan. Ketika ALLAH, Al-Khalik, menjadikan langit dan bumi, 5 segala semak padang belum ada di bumi dan segala tanaman padang pun belum tumbuh karena ALLAH, Al-Khalik, belum menurunkan hujan ke atas bumi dan belum ada orang untuk mengerjakan tanah itu. 6 Tetapi, ada kabut naik dari bumi membasahi seluruh permukaan tanah. 7 Pada waktu itulah ALLAH, Al-Khalik, membentuk manusia dari debu tanah dan mengembuskan napas kehidupan ke dalam hidungnya. Maka, manusia itu menjadi makhluk yang hidup. Nabi Adam dan Siti Hawa di Taman Firdaus 8 ALLAH, Al-Khalik, membuat Taman Firdaus di Eden, di sebelah timur. Di sanalah Ia menempatkan manusia yang telah dibentuk-Nya itu. 9 Lalu, dari tanah, ALLAH, Al-Khalik, menumbuhkan segala jenis pohon yang menarik untuk dipandang dan yang baik untuk dimakan buahnya, termasuk pula pohon hayat di tengah-tengah taman itu serta pohon pengetahuan tentang yang baik dan yang jahat. 10 Dari Eden mengalir sebuah sungai untuk mengairi Taman Firdaus itu, kemudian dari tempat itu sungai terbagi menjadi empat cabang. 11 Nama sungai yang pertama ialah Pison. Sungai ini mengalir mengelilingi seluruh Tanah Hawila, tempat emas ada. 12 Emas dari tanah itu baik mutunya. Di sana pun ada damar dan permata unam. 13 Nama sungai yang kedua ialah Gihon. Sungai ini mengalir mengelilingi seluruh Tanah Etiopia. 14 Nama sungai yang ketiga ialah Tigris. Sungai ini mengalir di sebelah timur Asyur. Sungai yang keempat ialah Efrat. 15 ALLAH, Al-Khalik, mengambil manusia itu dan menempatkannya dalam Taman Firdaus untuk mengerjakan serta memelihara taman itu. 16 Lalu, ALLAH, Al-Khalik, memberi perintah kepada manusia itu, firman-Nya, “Buah dari semua pohon dalam taman ini boleh kaumakan dengan bebas, 17 tetapi buah dari pohon pengetahuan tentang yang baik dan yang jahat itu jangan kaumakan karena pada hari engkau memakannya, engkau pasti mati.” 18 Kemudian, ALLAH, Al-Khalik, berfirman, “Tidak baik manusia itu seorang diri saja. Aku hendak menjadikan seorang penolong baginya yang sepadan dengannya.” 19 Maka, ALLAH, Al-Khalik, yang telah membentuk dari tanah segala binatang di padang dan segala burung di udara, mendatangkan semua itu kepada manusia untuk melihat bagaimana manusia itu menamainya. Apa pun nama yang diberikan manusia itu kepada tiap makhluk hidup, itulah yang menjadi namanya. 20 Lalu, manusia itu menamai segala ternak, burung-burung di udara, dan segala binatang di padang. Akan tetapi, bagi dirinya sendiri manusia itu tidak mendapati seorang penolong yang sepadan dengan dirinya. 21 Maka, ALLAH, Al-Khalik, membuat manusia itu tertidur lelap. Sementara ia tidur, Allah mengambil sebilah tulang rusuknya, lalu menutupinya dengan daging. 22 Dari tulang rusuk yang diambil-Nya dari manusia itu ALLAH, Al-Khalik, membentuk seorang perempuan, lalu membawanya kepada manusia itu. 23 Kata manusia itu, “Ini dia! Tulang dari tulangku, dan daging dari dagingku. Ia akan disebut perempuan sebab ia diambil dari laki-laki.” 24 Sebab itu, seorang laki-laki akan meninggalkan ayahnya dan ibunya, lalu berpaut dengan istrinya sehingga keduanya menjadi satu. 25 Manusia dan istrinya itu keduanya telanjang, tetapi mereka tidak merasa malu. << Kejadian 2 >>",
Kejadian,2,2,Kejadian 2:2,وَفَرَغَ ٱللهُ فِي ٱلْيَوْمِ ٱلسَّابِعِ مِنْ عَمَلِهِ ٱلَّذِي عَمِلَ. فَٱسْتَرَاحَ فِي ٱلْيَوْمِ ٱلسَّابِعِ مِنْ جَمِيعِ عَمَلِهِ ٱلَّذِي عَمِلَ.,"Pada hari ketujuh, Allah menyelesaikan pekerjaan-Nya, yang telah dilakukan-Nya itu, dan Dia beristirahat pada hari ketujuh dari segala pekerjaan-Nya, yang telah dilakukan-Nya.","Pada hari ketujuh Allah telah menyelesaikan pekerjaan yang dilakukan-Nya, dan berhentilah Ia pada hari ketujuh itu dari segala pekerjaan yang dilakukan-Nya.",
Kejadian,2,3,Kejadian 2:3,وَبَارَكَ ٱللهُ ٱلْيَوْمَ ٱلسَّابِعَ وَقَدَّسَهُ، لِأَنَّهُ فِيهِ ٱسْتَرَاحَ مِنْ جَمِيعِ عَمَلِهِ ٱلَّذِي عَمِلَ ٱللهُ خَالِقًا.,"Lalu, Allah memberkati hari ketujuh itu dan menguduskannya, sebab pada saat itu, Dia beristirahat dari segala pekerjaan-Nya, yang telah Dia lakukan dalam penciptaan.","Kemudian, Allah memberkahi hari ketujuh itu serta menyucikannya karena pada hari itulah Allah berhenti dari segala pekerjaan penciptaan yang dilakukan-Nya.",
Kejadian,2,4,Kejadian 2:4,هَذِهِ مَبَادِئُ ٱلسَّمَاوَاتِ وَٱلْأَرْضِ حِينَ خُلِقَتْ، يَوْمَ عَمِلَ ٱلرَّبُّ ٱلْإِلَهُ ٱلْأَرْضَ وَٱلسَّمَاوَاتِ.,"Inilah riwayat langit dan bumi ketika mereka diciptakan, pada waktu TUHAN Allah menjadikan bumi dan langit,","Demikianlah riwayat langit dan bumi pada waktu diciptakan. Ketika ALLAH, Al-Khalik, menjadikan langit dan bumi,",
Kejadian,2,5,Kejadian 2:5,كُلُّ شَجَرِ ٱلْبَرِّيَّةِ لَمْ يَكُنْ بَعْدُ فِي ٱلْأَرْضِ، وَكُلُّ عُشْبِ ٱلْبَرِّيَّةِ لَمْ يَنْبُتْ بَعْدُ، لِأَنَّ ٱلرَّبَّ ٱلْإِلَهَ لَمْ يَكُنْ قَدْ أَمْطَرَ عَلَى ٱلْأَرْضِ، وَلَا كَانَ إِنْسَانٌ لِيَعْمَلَ ٱلْأَرْضَ.,"ketika di bumi belum ada segala semak belukar di ladang dan belum ada tanaman ladang yang tumbuh karena TUHAN Allah belum menurunkan hujan ke bumi, dan belum ada orang yang mengolah tanah itu.","segala semak padang belum ada di bumi dan segala tanaman padang pun belum tumbuh karena ALLAH, Al-Khalik, belum menurunkan hujan ke atas bumi dan belum ada orang untuk mengerjakan tanah itu.",
Kejadian,2,6,Kejadian 2:6,ثُمَّ كَانَ ضَبَابٌ يَطْلَعُ مِنَ ٱلْأَرْضِ وَيَسْقِي كُلَّ وَجْهِ ٱلْأَرْضِ.,"Namun, ada kabut yang keluar dari bumi dan membasahi seluruh permukaan bumi.","Tetapi, ada kabut naik dari bumi membasahi seluruh permukaan tanah.",
Kejadian,2,7,Kejadian 2:7,وَجَبَلَ ٱلرَّبُّ ٱلْإِلَهُ آدَمَ تُرَابًا مِنَ ٱلْأَرْضِ، وَنَفَخَ فِي أَنْفِهِ نَسَمَةَ حَيَاةٍ. فَصَارَ آدَمُ نَفْسًا حَيَّةً.,"Kemudian, TUHAN Allah membentuk manusia dari debu tanah dan mengembuskan napas kehidupan ke dalam lubang hidungnya sehingga manusia itu menjadi makhluk yang hidup.","Pada waktu itulah ALLAH, Al-Khalik, membentuk manusia dari debu tanah dan mengembuskan napas kehidupan ke dalam hidungnya. Maka, manusia itu menjadi makhluk yang hidup.",
Kejadian,2,8,Kejadian 2:8,وَغَرَسَ ٱلرَّبُّ ٱلْإِلَهُ جَنَّةً فِي عَدْنٍ شَرْقًا، وَوَضَعَ هُنَاكَ آدَمَ ٱلَّذِي جَبَلَهُ.,"Lalu, TUHAN Allah membuat sebuah taman di sebelah timur, di Eden, dan di sana Dia menempatkan manusia yang telah dibentuk-Nya itu.","ALLAH, Al-Khalik, membuat Taman Firdaus di Eden, di sebelah timur. Di sanalah Ia menempatkan manusia yang telah dibentuk-Nya itu.",
Kejadian,2,9,Kejadian 2:9,وَأَنْبَتَ ٱلرَّبُّ ٱلْإِلَهُ مِنَ ٱلْأَرْضِ كُلَّ شَجَرَةٍ شَهِيَّةٍ لِلنَّظَرِ وَجَيِّدَةٍ لِلْأَكْلِ، وَشَجَرَةَ ٱلْحَيَاةِ فِي وَسَطِ ٱلْجَنَّةِ، وَشَجَرَةَ مَعْرِفَةِ ٱلْخَيْرِ وَٱلشَّرِّ.,"Dari dalam tanah, TUHAN Allah menumbuhkan segala jenis pohon yang enak dilihat dan baik untuk makanan. Pohon kehidupan juga ada di tengah-tengah taman itu beserta pohon pengetahuan yang baik dan yang jahat.","Lalu, dari tanah, ALLAH, Al-Khalik, menumbuhkan segala jenis pohon yang menarik untuk dipandang dan yang baik untuk dimakan buahnya, termasuk pula pohon hayat di tengah-tengah taman itu serta pohon pengetahuan tentang yang baik dan yang jahat.",
Kejadian,2,10,Kejadian 2:10,وَكَانَ نَهْرٌ يَخْرُجُ مِنْ عَدْنٍ لِيَسْقِيَ ٱلْجَنَّةَ، وَمِنْ هُنَاكَ يَنْقَسِمُ فَيَصِيرُ أَرْبَعَةَ رُؤُوسٍ:,"Ada suatu sungai yang mengalir dari Eden dan mengairi taman itu. Dari situ, sungai tersebut terbagi menjadi empat cabang.","Dari Eden mengalir sebuah sungai untuk mengairi Taman Firdaus itu, kemudian dari tempat itu sungai terbagi menjadi empat cabang.",
Kejadian,2,11,Kejadian 2:11,اِسْمُ ٱلْوَاحِدِ فِيشُونُ، وَهُوَ ٱلْمُحِيطُ بِجَمِيعِ أَرْضِ ٱلْحَوِيلَةِ حَيْثُ ٱلذَّهَبُ.,"Nama sungai yang pertama adalah Pison yang mengelilingi seluruh tanah Hawila, tempat yang ada emasnya.","Nama sungai yang pertama ialah Pison. Sungai ini mengalir mengelilingi seluruh Tanah Hawila, tempat emas ada.",
