Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Lukas,1,11,Lukas 1:11,فَظَهَرَ لَهُ مَلَاكُ ٱلرَّبِّ وَاقِفًا عَنْ يَمِينِ مَذْبَحِ ٱلْبَخُورِ.,"Tiba-tiba, malaikat Tuhan menampakkan diri kepada Zakharia dan berdiri di sebelah kanan mazbah ukupan.","Lalu, malaikat Tuhan memperlihatkan diri kepada Zakharia. Malaikat itu berdiri di sebelah kanan meja tempat pembakaran dupa.",
Lukas,1,12,Lukas 1:12,فَلَمَّا رَآهُ زَكَرِيَّا ٱضْطَرَبَ وَوَقَعَ عَلَيْهِ خَوْفٌ.,"Ketika melihat malaikat itu, Zakharia menjadi gemetar dan sangat ketakutan.","Ketika Zakharia melihat malaikat itu, ia terkejut dan menjadi sangat takut.",
Lukas,1,13,Lukas 1:13,فَقَالَ لَهُ ٱلْمَلَاكُ: «لَا تَخَفْ يَا زَكَرِيَّا، لِأَنَّ طِلْبَتَكَ قَدْ سُمِعَتْ، وَٱمْرَأَتُكَ أَلِيصَابَاتُ سَتَلِدُ لَكَ ٱبْنًا وَتُسَمِّيهِ يُوحَنَّا.,"Akan tetapi, malaikat itu berkata kepadanya, “Jangan takut, Zakharia, sebab doa permohonanmu sudah didengar. Istrimu, Elisabet, akan melahirkan seorang anak laki-laki bagimu dan kamu akan menamainya Yohanes.","Lalu, kata malaikat itu kepadanya, “Jangan takut, hai Zakharia. Permintaanmu telah didengar dan istrimu, Elisabet, akan melahirkan seorang anak laki-laki untukmu. Engkau harus menamainya Yahya.",
Lukas,1,14,Lukas 1:14,وَيَكُونُ لَكَ فَرَحٌ وَٱبْتِهَاجٌ، وَكَثِيرُونَ سَيَفْرَحُونَ بِوِلَادَتِهِ،,"Kamu akan bersukacita dan bergembira, dan banyak orang juga akan ikut bersukacita atas kelahirannya.","Engkau akan berbahagia dan gembira, dan banyak orang pun akan senang dengan kelahiran anak itu.",
Lukas,1,15,Lukas 1:15,لِأَنَّهُ يَكُونُ عَظِيمًا أَمَامَ ٱلرَّبِّ، وَخَمْرًا وَمُسْكِرًا لَا يَشْرَبُ، وَمِنْ بَطْنِ أُمِّهِ يَمْتَلِئُ مِنَ ٱلرُّوحِ ٱلْقُدُسِ.,"Ia akan menjadi besar di hadapan Tuhan dan tidak akan minum anggur atau minum minuman keras lainnya. Bahkan, sejak dari dalam kandungan ibunya, ia akan dipenuhi oleh Roh Kudus.","Ia akan menjadi orang yang besar di mata Tuhan. Ia tidak akan minum anggur atau minuman keras, dan ia akan dikuasai oleh Ruh Allah sejak dalam rahim ibunya.",
Lukas,1,16,Lukas 1:16,وَيَرُدُّ كَثِيرِينَ مِنْ بَنِي إِسْرَائِيلَ إِلَى ٱلرَّبِّ إِلَهِهِمْ.,"Ia akan membuat banyak orang Israel berbalik kepada Tuhan, Allah mereka.","Ia akan memimpin banyak orang dari bani Israil kembali kepada Allah, Tuhan mereka.",
Lukas,1,17,Lukas 1:17,وَيَتَقَدَّمُ أَمَامَهُ بِرُوحِ إِيلِيَّا وَقُوَّتِهِ، لِيَرُدَّ قُلُوبَ ٱلْآبَاءِ إِلَى ٱلْأَبْنَاءِ، وَٱلْعُصَاةَ إِلَى فِكْرِ ٱلْأَبْرَارِ، لِكَيْ يُهَيِّئَ لِلرَّبِّ شَعْبًا مُسْتَعِدًّا».,"Ia akan berjalan mendahului Tuhan dengan roh dan kuasa Elia, ‘untuk membuat hati bapa-bapa berbalik kepada anak-anak mereka’. Ia juga akan membuat orang-orang yang tidak taat berbalik kepada hikmat orang-orang benar. Dengan demikian, ia mempersiapkan umat yang telah disediakan bagi Tuhan.”","Dengan ruh dan kuasa Nabi Ilyas, ia akan berjalan mendahului Tuhan untuk membuat hati bapak-bapak kembali kepada anak-anaknya dan orang-orang durhaka kembali kepada hikmah orang-orang benar. Dengan demikian, ia menyiapkan bagi Tuhan suatu umat yang layak bagi-Nya.”",
Lukas,1,18,Lukas 1:18,فَقَالَ زَكَرِيَّا لِلْمَلَاكِ: «كَيْفَ أَعْلَمُ هَذَا، لِأَنِّي أَنَا شَيْخٌ وَٱمْرَأَتِي مُتَقَدِّمَةٌ فِي أَيَّامِهَا؟».,"Zakharia berkata kepada malaikat itu, “Bagaimanakah aku akan mengetahui tentang hal ini? Sebab, aku ini sudah tua dan istriku juga sudah lanjut usia.”","Maka, kata Zakharia kepada malaikat itu, “Bagaimana hamba dapat meyakininya? Hamba sudah tua dan istri hamba pun sudah lanjut usia.”",
Lukas,1,19,Lukas 1:19,فَأَجَابَ ٱلْمَلَاكُ وَقَالَ لَهُ: «أَنَا جِبْرَائِيلُ ٱلْوَاقِفُ قُدَّامَ ٱللهِ، وَأُرْسِلْتُ لِأُكَلِّمَكَ وَأُبَشِّرَكَ بِهَذَا.,"Malaikat itu menjawab, “Aku adalah Gabriel , malaikat yang berdiri di hadapan Allah. Aku diutus untuk berbicara denganmu dan menyampaikan kabar baik ini kepadamu.","Maka, jawab malaikat itu, “Aku ini Jibrail, yang selalu siap sedia di hadapan Allah. Aku diutus untuk berbicara kepadamu dan memberitakan kabar baik ini kepadamu.",
Lukas,1,20,Lukas 1:20,وَهَا أَنْتَ تَكُونُ صَامِتًا وَلَا تَقْدِرُ أَنْ تَتَكَلَّمَ، إِلَى ٱلْيَوْمِ ٱلَّذِي يَكُونُ فِيهِ هَذَا، لِأَنَّكَ لَمْ تُصَدِّقْ كَلَامِي ٱلَّذِي سَيَتِمُّ فِي وَقْتِهِ».,"Namun, sekarang dengarlah! Kamu akan menjadi bisu dan tidak dapat berbicara sampai pada hari ketika hal-hal ini terjadi karena kamu tidak percaya pada perkataanku, yang akan digenapi pada waktunya.”","Sesungguhnya, semua itu akan menjadi kenyataan pada waktunya. Akan tetapi, karena engkau tidak percaya pada kata-kataku, maka engkau akan menjadi bisu dan tidak dapat berbicara sampai saatnya semua itu terjadi.”",
Lukas,1,21,Lukas 1:21,وَكَانَ ٱلشَّعْبُ مُنْتَظِرِينَ زَكَرِيَّا وَمُتَعّجِّبِينَ مِنْ إِبْطَائِهِ فِي ٱلْهَيْكَلِ.,"Sementara itu, umat menunggu Zakharia. Mereka bertanya-tanya mengapa Zakharia berada terlalu lama di dalam Bait Allah.",Orang banyak yang berada di luar menunggu Zakharia. Mereka heran sebab ia begitu lama di dalam Bait Allah.,
Lukas,1,22,Lukas 1:22,فَلَمَّا خَرَجَ لَمْ يَسْتَطِعْ أَنْ يُكَلِّمَهُمْ، فَفَهِمُوا أَنَّهُ قَدْ رَأَى رُؤْيَا فِي ٱلْهَيْكَلِ. فَكَانَ يُومِئُ إِلَيْهِمْ وَبَقِيَ صَامِتًا.,"Ketika keluar, Zakharia tidak dapat berbicara kepada mereka. Mereka pun tahu bahwa Zakharia telah mendapat penglihatan di dalam Bait Allah sebab ia terus-menerus membuat isyarat kepada mereka, tetapi tidak dapat berbicara.","Maka, ketika ia keluar dan tidak lagi dapat berbicara kepada mereka, mereka pun tahu bahwa di dalam Bait Allah ia telah mendapat suatu penglihatan dari surga. Dengan bahasa isyarat ia berbicara kepada mereka sebab ia menjadi bisu.",
Lukas,1,23,Lukas 1:23,وَلَمَّا كَمِلَتْ أَيَّامُ خِدْمَتِهِ مَضَى إِلَى بَيْتِهِ.,"Setelah jangka waktu tugas keimamannya berakhir, pulanglah Zakharia ke rumahnya.","Setelah hari kerjanya berakhir, pulanglah ia ke rumahnya.",
Lukas,1,24,Lukas 1:24,وَبَعْدَ تِلْكَ ٱلْأَيَّامِ حَبِلَتْ أَلِيصَابَاتُ ٱمْرَأَتُهُ، وَأَخْفَتْ نَفْسَهَا خَمْسَةَ أَشْهُرٍ قَائِلَةً:,"Setelah peristiwa itu, Elisabet hamil dan menyembunyikan diri selama lima bulan. Ia berkata,","Tak lama kemudian, mengandunglah Elisabet, istrinya. Lima bulan lamanya Elisabet tidak memperlihatkan dirinya kepada orang-orang. Ia berkata,",
Lukas,1,25,Lukas 1:25,«هَكَذَا قَدْ فَعَلَ بِيَ ٱلرَّبُّ فِي ٱلْأَيَّامِ ٱلَّتِي فِيهَا نَظَرَ إِلَيَّ، لِيَنْزِعَ عَارِي بَيْنَ ٱلنَّاسِ».,“Inilah yang telah Tuhan lakukan kepadaku. Ia memperhatikanku dan menghapus aibku dari antara orang banyak .”,“Ini adalah pekerjaan Tuhan bagi diriku. Akhirnya Ia memperhatikan aku dan menghapuskan aibku di depan orang.”,
Lukas,1,26,Lukas 1:26,وَفِي ٱلشَّهْرِ ٱلسَّادِسِ أُرْسِلَ جِبْرَائِيلُ ٱلْمَلَاكُ مِنَ ٱللهِ إِلَى مَدِينَةٍ مِنَ ٱلْجَلِيلِ ٱسْمُهَا نَاصِرَةُ،,"Pada waktu usia kehamilan Elisabet berusia enam bulan, Allah mengutus malaikat Gabriel ke sebuah kota di wilayah Galilea, yang bernama Nazaret.","Dalam bulan yang keenam, malaikat Jibrail diutus Allah ke sebuah kota yang bernama Nazaret di Galilea.",
Lukas,1,27,Lukas 1:27,إِلَى عَذْرَاءَ مَخْطُوبَةٍ لِرَجُلٍ مِنْ بَيْتِ دَاوُدَ ٱسْمُهُ يُوسُفُ. وَٱسْمُ ٱلْعَذْرَاءِ مَرْيَمُ.,"Ia diutus untuk menemui seorang perawan yang bertunangan dengan seorang laki-laki bernama Yusuf, dari keturunan Daud. Nama perawan itu adalah Maria.","Ia diutus kepada seorang gadis perawan, tunangan seorang laki-laki yang bernama Yusuf, keturunan Nabi Daud. Nama gadis itu Maryam.",
Lukas,1,28,Lukas 1:28,فَدَخَلَ إِلَيْهَا ٱلْمَلَاكُ وَقَالَ: «سَلَامٌ لَكِ أَيَّتُهَا ٱلْمُنْعَمُ عَلَيْهَا! اَلرَّبُّ مَعَكِ. مُبَارَكَةٌ أَنْتِ فِي ٱلنِّسَاءِ».,"Lalu, malaikat itu datang kepada Maria dan berkata, “Salam, hai engkau yang diberkati! Tuhan besertamu.”","Malaikat itu datang menemui Maryam dan berkata, “Salam, hai engkau, yang memperoleh anugerah. Tuhan besertamu.”",
Lukas,1,29,Lukas 1:29,فَلَمَّا رَأَتْهُ ٱضْطَرَبَتْ مِنْ كَلَامِهِ، وَفَكَّرَتْ: «مَا عَسَى أَنْ تَكُونَ هَذِهِ ٱلتَّحِيَّةُ!».,"Mendengar perkataan itu, Maria menjadi heran. Ia bertanya-tanya dalam hatinya tentang arti salam itu.","Maryam terkejut mendengar perkataan itu dan berpikir, “Salam apakah ini?”",
Lukas,1,30,Lukas 1:30,فَقَالَ لَهَا ٱلْمَلَاكُ: «لَا تَخَافِي يَا مَرْيَمُ، لِأَنَّكِ قَدْ وَجَدْتِ نِعْمَةً عِنْدَ ٱللهِ.,"Malaikat itu berkata kepadanya, “Jangan takut, Maria, karena Allah telah memberikan kasih karunia-Nya kepadamu.","Kata malaikat itu kepadanya, “Jangan takut, Maryam, karena engkau memperoleh anugerah Allah.",
Lukas,1,31,Lukas 1:31,وَهَا أَنْتِ سَتَحْبَلِينَ وَتَلِدِينَ ٱبْنًا وَتُسَمِّينَهُ يَسُوعَ.,"Dengarlah, engkau akan mengandung dan melahirkan seorang Anak laki-laki, dan engkau akan menamai-Nya Yesus.","Engkau akan mengandung dan melahirkan seorang anak laki-laki, dan engkau harus menamai-Nya Isa.",
Lukas,1,32,Lukas 1:32,هَذَا يَكُونُ عَظِيمًا، وَٱبْنَ ٱلْعَلِيِّ يُدْعَى، وَيُعْطِيهِ ٱلرَّبُّ ٱلْإِلَهُ كُرْسِيَّ دَاوُدَ أَبِيهِ،,"Dia akan menjadi besar dan akan disebut Anak Allah Yang Mahatinggi. Tuhan Allah akan memberi-Nya takhta Daud, nenek moyang-Nya.","Ia akan menjadi besar dan akan disebut Sang Anak yang datang dari Allah Yang Mahatinggi. Allah, Tuhan kita, akan memberikan kepada-Nya takhta Daud, nenek moyang-Nya.",
Lukas,1,33,Lukas 1:33,وَيَمْلِكُ عَلَى بَيْتِ يَعْقُوبَ إِلَى ٱلْأَبَدِ، وَلَا يَكُونُ لِمُلْكِهِ نِهَايَةٌ».,Dia akan memerintah atas keturunan Yakub untuk selama-lamanya dan kerajaan-Nya tidak akan pernah berakhir.”,Ia akan memerintah keturunan Yakub untuk selama-lamanya dan kerajaan-Nya tidak akan berkesudahan.”,
Lukas,1,34,Lukas 1:34,فَقَالَتْ مَرْيَمُ لِلْمَلَاكِ: «كَيْفَ يَكُونُ هَذَا وَأَنَا لَسْتُ أَعْرِفُ رَجُلًا؟».,"Lalu, Maria berkata kepada malaikat itu, “Bagaimana hal ini akan terjadi sedangkan aku belum bersuami?”","Maka, kata Maryam kepada malaikat itu, “Bagaimana hal ini akan terjadi? Karena bukankah hamba belum pernah disentuh oleh seorang laki-laki pun?”",
Lukas,1,35,Lukas 1:35,فَأَجَابَ ٱلْمَلَاكُ وَقَالَ لَها: «اَلرُّوحُ ٱلْقُدُسُ يَحِلُّ عَلَيْكِ، وَقُوَّةُ ٱلْعَلِيِّ تُظَلِّلُكِ، فَلِذَلِكَ أَيْضًا ٱلْقُدُّوسُ ٱلْمَوْلُودُ مِنْكِ يُدْعَى ٱبْنَ ٱللهِ.,"Malaikat itu menjawab dan berkata kepadanya, “Roh Kudus akan datang atasmu dan kuasa Allah Yang Mahatinggi akan menaungimu. Itulah sebabnya, Anak yang akan lahir itu adalah kudus dan akan disebut Anak Allah.","Jawab malaikat itu, “Ruh Allah akan datang atasmu dan kuasa Allah Yang Mahatinggi akan meliputi engkau. Sebab itu, anak yang akan dilahirkan itu akan disebut suci, Sang Anak yang datang dari Allah.",
Lukas,1,36,Lukas 1:36,وَهُوَذَا أَلِيصَابَاتُ نَسِيبَتُكِ هِيَ أَيْضًا حُبْلَى بِٱبْنٍ فِي شَيْخُوخَتِهَا، وَهَذَا هُوَ ٱلشَّهْرُ ٱلسَّادِسُ لِتِلْكَ ٱلْمَدْعُوَّةِ عَاقِرًا،,"Dan, ketahuilah bahwa Elisabet, sanak saudaramu itu, sedang mengandung juga pada usia tuanya. Ia yang dahulu disebut mandul, sekarang sudah hamil selama enam bulan.","Sesungguhnya, Elisabet, sanak saudaramu itu, sedang mengandung seorang anak laki-laki pada masa tuanya ini. Memang dahulu ia dikatakan mandul, tetapi sekarang usia kandungannya sudah enam bulan.",
Lukas,1,37,Lukas 1:37,لِأَنَّهُ لَيْسَ شَيْءٌ غَيْرَ مُمْكِنٍ لَدَى ٱللهِ».,"Sebab, tidak ada hal yang mustahil bagi Allah.”",Sebab bagi Allah tidak ada satu pun yang mustahil.”,
Lukas,1,38,Lukas 1:38,فَقَالَتْ مَرْيَمُ: «هُوَذَا أَنَا أَمَةُ ٱلرَّبِّ. لِيَكُنْ لِي كَقَوْلِكَ». فَمَضَى مِنْ عِنْدِهَا ٱلْمَلَاكُ.,"Dan, Maria berkata, “Sesungguhnya, aku ini hamba Tuhan. Terjadilah padaku seperti yang engkau katakan itu.” Kemudian, malaikat itu pergi meninggalkannya.","Maryam berkata, “Sesungguhnya, aku ini hamba Tuhan, terjadilah pada hamba seperti yang Tuan katakan.” Lalu, malaikat itu pergi meninggalkannya.",
Lukas,1,39,Lukas 1:39,فَقَامَتْ مَرْيَمُ فِي تِلْكَ ٱلْأَيَّامِ وَذَهَبَتْ بِسُرْعَةٍ إِلَى ٱلْجِبَالِ إِلَى مَدِينَةِ يَهُوذَا،,"Pada hari-hari itu, Maria bersiap-siap untuk segera pergi ke daerah pegunungan, ke suatu kota di Yehuda.","Segera setelah itu, Maryam bersiap-siap, lalu bergegas pergi ke pegunungan, ke sebuah kota di Yudea.",
Lukas,1,40,Lukas 1:40,وَدَخَلَتْ بَيْتَ زَكَرِيَّا وَسَلَّمَتْ عَلَى أَلِيصَابَاتَ.,Ia masuk ke rumah Zakharia dan memberi salam kepada Elisabet.,Ia masuk ke rumah Zakharia dan memberi salam kepada Elisabet.,
Lukas,1,41,Lukas 1:41,فَلَمَّا سَمِعَتْ أَلِيصَابَاتُ سَلَامَ مَرْيَمَ ٱرْتَكَضَ ٱلْجَنِينُ فِي بَطْنِهَا، وَٱمْتَلَأَتْ أَلِيصَابَاتُ مِنَ ٱلرُّوحِ ٱلْقُدُسِ،,"Ketika Elisabet mendengar salam dari Maria, anak di dalam kandungannya melompat dan Elisabet dipenuhi Roh Kudus.","Ketika Elisabet mendengar salam Maryam, bayi yang ada dalam rahimnya bergerak-gerak dengan kuat, lalu Elisabet dikuasai oleh Ruh Allah.",
Lukas,1,42,Lukas 1:42,وَصَرَخَتْ بِصَوْتٍ عَظِيمٍ وَقَالَتْ: «مُبَارَكَةٌ أَنْتِ فِي ٱلنِّسَاءِ وَمُبَارَكَةٌ هِيَ ثَمَرَةُ بَطْنِكِ!,"Kemudian Elisabet berseru dengan suara keras, “Diberkatilah engkau di antara semua perempuan, dan diberkatilah buah kandunganmu .","Dengan suara yang nyaring ia berseru kepada Maryam, “Engkau paling dilimpahi berkah di antara semua perempuan. Diberkahi pula bayi yang ada dalam kandunganmu.",
Lukas,1,43,Lukas 1:43,فَمِنْ أَيْنَ لِي هَذَا أَنْ تَأْتِيَ أُمُّ رَبِّي إِلَيَّ؟,Siapakah aku ini sehingga ibu Tuhanku datang kepadaku?,Siapakah aku ini sehingga ibu dari Junjunganku datang mengunjungiku?,
Lukas,1,44,Lukas 1:44,فَهُوَذَا حِينَ صَارَ صَوْتُ سَلَامِكِ فِي أُذُنَيَّ ٱرْتَكَضَ ٱلْجَنِينُ بِٱبْتِهَاجٍ فِي بَطْنِي.,"Sungguh, ketika suara salammu sampai ke telingaku, anak dalam kandunganku melompat karena sukacita.","Sebab ketika salammu itu terdengar oleh telingaku, bayi yang ada dalam kandunganku tiba-tiba melonjak kegirangan.",
Lukas,1,45,Lukas 1:45,فَطُوبَى لِلَّتِي آمَنَتْ أَنْ يَتِمَّ مَا قِيلَ لَهَا مِنْ قِبَلِ ٱلرَّبِّ».,Berbahagialah dia yang percaya bahwa apa yang dikatakan Tuhan kepadanya akan digenapi.”,"Berbahagialah engkau, Maryam, karena engkau percaya bahwa apa yang dikatakan Tuhan kepadamu akan terjadi.”",
Lukas,1,46,Lukas 1:46,فَقَالَتْ مَرْيَمُ: «تُعَظِّمُ نَفْسِي ٱلرَّبَّ،,"Lalu, berkatalah Maria, “Jiwaku memuliakan Allah,","Lalu, Maryam berkata, “Jiwaku memuliakan Tuhan",
Lukas,1,47,Lukas 1:47,وَتَبْتَهِجُ رُوحِي بِٱللهِ مُخَلِّصِي،,"dan rohku bersukacita di dalam Allah, Juru Selamatku.",dan ruhku bergembira karena Allah Penyelamatku.,
Lukas,1,48,Lukas 1:48,لِأَنَّهُ نَظَرَ إِلَى ٱتِّضَاعِ أَمَتِهِ. فَهُوَذَا مُنْذُ ٱلْآنَ جَمِيعُ ٱلْأَجْيَالِ تُطَوِّبُنِي،,"Sebab, Allah telah memperhitungkan hamba-Nya yang hina ini. Dengarlah, mulai sekarang dan seterusnya, seluruh generasi akan menyebutku berbahagia.",Ia memperhatikan kerendahan hamba-Nya. Mulai sekarang ini hingga zaman ke zaman semua orang akan menyebut aku berbahagia,
Lukas,1,49,Lukas 1:49,لِأَنَّ ٱلْقَدِيرَ صَنَعَ بِي عَظَائِمَ، وَٱسْمُهُ قُدُّوسٌ،,"Karena Ia Yang Mahakuasa telah melakukan hal-hal yang besar kepadaku, dan kuduslah nama-Nya.",sebab Yang Mahakuasa telah melakukan hal-hal yang besar bagiku. Mahasuci nama-Nya.,
Lukas,1,50,Lukas 1:50,وَرَحْمَتُهُ إِلَى جِيلِ ٱلْأَجْيَالِ لِلَّذِينَ يَتَّقُونَهُ.,"Rahmat-Nya diberikan dari generasi ke generasi, kepada orang-orang yang takut akan Dia.",Rahmat-Nya berlaku turun-temurun bagi orang yang bertakwa kepada-Nya.,
Lukas,1,51,Lukas 1:51,صَنَعَ قُوَّةً بِذِرَاعِهِ. شَتَّتَ ٱلْمُسْتَكْبِرِينَ بِفِكْرِ قُلُوبِهِمْ.,Ia telah menunjukkan kuasa-Nya dengan tangan-Nya. Ia mencerai-beraikan orang-orang yang sombong dalam pikiran hatinya.,"Ditunjukkan-Nya kekuatan-Nya melalui pekerjaan tangan-Nya, dan dicerai-beraikan-Nya orang yang sombong hatinya.",
Lukas,1,52,Lukas 1:52,أَنْزَلَ ٱلْأَعِزَّاءَ عَنِ ٱلْكَرَاسِيِّ وَرَفَعَ ٱلْمُتَّضِعِينَ.,"Ia menurunkan para penguasa dari takhta mereka, dan meninggikan orang-orang yang rendah hati.",Raja-raja diturunkan-Nya dari takhta kerajaannya dan orang-orang yang rendah ditinggikan kedudukannya.,
Lukas,1,53,Lukas 1:53,أَشْبَعَ ٱلْجِيَاعَ خَيْرَاتٍ وَصَرَفَ ٱلْأَغْنِيَاءَ فَارِغِينَ.,"Ia telah mengenyangkan orang yang lapar dengan kebaikan, tetapi mengusir orang kaya pergi dengan tangan kosong.",Orang yang lapar dikenyangkan-Nya dengan hal-hal yang baik dan orang kaya disuruhnya pergi dengan tangan hampa.,
Lukas,1,54,Lukas 1:54,عَضَدَ إِسْرَائِيلَ فَتَاهُ لِيَذْكُرَ رَحْمَةً،,"Allah telah memberikan pertolongan kepada Israel, hamba-Nya, karena mengingat rahmat-Nya,","Ditolong-Nya Israil, hamba-Nya,",
Lukas,1,55,Lukas 1:55,كَمَا كَلَّمَ آبَاءَنَا. لِإِبْراهِيمَ وَنَسْلِهِ إِلَى ٱلْأَبَدِ».,"sebagaimana yang telah Ia katakan kepada nenek moyang kita, kepada Abraham dan keturunannya untuk selama-lamanya.”","karena Ia ingat akan rahmat-Nya yang dijanjikan-Nya kepada nenek moyang kita, kepada Nabi Ibrahim dan keturunannya untuk selama-lamanya.”",
Lukas,1,56,Lukas 1:56,فَمَكَثَتْ مَرْيَمُ عِنْدَهَا نَحْوَ ثَلَاثَةِ أَشْهُرٍ، ثُمَّ رَجَعَتْ إِلَى بَيْتِهَا.,"Dan, Maria tinggal bersama Elisabet kira-kira tiga bulan lamanya, lalu ia pulang ke rumahnya.","Maryam tinggal di rumah Elisabet kira-kira tiga bulan lamanya, kemudian ia pulang ke rumahnya.",
Lukas,1,57,Lukas 1:57,وَأَمَّا أَلِيصَابَاتُ فَتَمَّ زَمَانُهَا لِتَلِدَ، فَوَلَدَتِ ٱبْنًا.,Sekarang tibalah waktunya bagi Elisabet untuk melahirkan dan ia melahirkan seorang anak laki-laki.,"Setelah genap bulannya bagi Elisabet untuk bersalin, ia melahirkan seorang anak laki-laki.",
